id,x,y
4890121ce5d74576b4632b77cfc23398,2197.5156f,1518.8967f
17f95d18bab743888e1736033dc3384d,2386.7214f,1251.7673f
96bb2b3e85a34d8b9544514e89f6fe97,2397.8035f,1434.495f
f5eff82732574037ba029c9a64474b11,-515.24854f,1049.1007f
ac4e9b54acfe4670b4634859c7263cb5,2464.4968f,1333.2826f
f7002c8484354eceac57bc7bd62c76c1,2165.9504f,1215.758f
6f8881a745ac4c358a68b92c3b4abe81,2284.0784f,1221.042f
0c12af0a4e7f4002852cf84b2537c161,1988.4989f,1282.4237f
253892f03a3a4708bd40d5e665ed9e21,-853.70447f,-295.71906f
44a277ea44dc4ae689fab4b82f0b4098,2064.444f,1231.4037f
df8191ec5e584c838a899c378941a566,1897.8138f,1076.3138f
859e0b8d71694b12befb69ee698138f9,1891.7006f,1388.2754f
2b09a08242b54983aec7063990fb3f66,1743.4769f,2027.0792f
1f471b7a883a4df48211e8c6a81b59a7,1610.9938f,2007.7246f
d0d286b8573b47fc807bdca687083cfb,-463.4907f,-1068.2964f
1157bd665ec4472fb58b751dc5099355,2052.3677f,2011.0465f
9de0d567bfa84fe5b77cb76f4a76a5d1,1958.1523f,2006.2231f
3c8a22d2f9c146ea956609e3ed4f2559,2211.6855f,2024.7146f
58fc9094275e4c49be3f4ba6d4acc0a4,2284.5571f,2115.3984f
c1c1be90b2b14c1ab4a5e1ee3c241902,2194.552f,2188.079f
02b3a1bead9244c1ba2f857c7da8f82a,2320.9768f,2256.907f
6206fc6479014bb193084c32409dc1b9,2429.6719f,2297.789f
6a5f020451db426dacba9e2ea3fcc62a,2264.5845f,2389.1895f
33a9d248b2e44588a5b07fc1342b9bc2,2148.0093f,2462.8735f
c6f26bd420634f1cb7989e76fe6b16c0,2031.9229f,2409.2805f
2a65ee6e2ac64f6a8a55fbe5373ec763,2116.7756f,2352.1755f
687055dad9fc40c3982478fe33ec01bf,1876.2086f,2483.7341f
1fd0f6dadbc14ebc965faf6122190b96,1976.9297f,2534.334f
2add1669f08d4101913db15f8c23b3b7,1766.2434f,2413.6243f
a2b4bd40cee2481ebd3fc179d6a5cd62,1366.4873f,2417.863f
4112ff99f0fd4d0fb8f4cbbcb34436d4,1165.3555f,2025.7161f
e34e59dce2204f228f3a84b6725df60f,1392.2112f,2298.2588f
bec48fc2e1294c7eb3d0aca780d731b8,1257.717f,2323.5525f
3fec92ad186c423d818a522c6ce08604,1093.7505f,1993.4631f
dbde19fcce2a4c1abdc7f685c293a23f,1161.9784f,2370.1584f
23c4f975457c49199a59bfbc5150e425,1005.7123f,-369.71918f
d83c5c9ee3df49f38c3dda6fcc3184da,-298.74332f,-1008.0506f
a24600b0e49245f6bdba8c893cfeddb0,1188.5496f,2455.2188f
5d290f75e44b4bdb8256c600debbb44d,1413.8568f,2702.572f
1edfe48746384344b51260b2bb74d95b,-451.04108f,996.62225f
24cf8786024543f19b89bc20034e60d7,939.1504f,2723.9395f
f2a73be2f46840b182d7bd095378004e,1037.8231f,2614.8223f
604551fd4266430cb860fef58fa7dd61,926.2956f,2578.111f
dce46f8904594a62a6377a3587aaa663,908.1415f,2892.1833f
9b9d0a249052413c869753b99682b0ac,786.4773f,2932.7253f
061c175cc90f45fbad883025394e78dd,842.9495f,3022.6438f
66ada10dde9f43018588f1ced9d477fc,1052.2725f,2957.988f
74a7f8712e5449c2bc0b43c6f90dafed,978.6563f,3009.849f
bf12c96466d840a69bed7020b3f18bb8,1099.99f,2857.778f
070600601c4c439288445d2f0724807d,489.72437f,2637.9307f
0b57572af4c84478956a833ba2f019bb,-92.093544f,355.91705f
1823b6de7d334a7aaabc4570719af4d9,377.8633f,2511.423f
0380cd76a7d44bc3a4da1f15e4d68f89,312.47348f,2697.332f
23b7673c8b5443108c2ef09382834a86,204.83427f,2780.7864f
901e92500aea43c79f19f1b279050668,122.70193f,2891.8872f
001339db8ced4cf78829ebe8b145449d,-12.905849f,2909.4553f
452745e0366e42ae81561bfddebcc6c3,43.017155f,3001.685f
4660ff2089114e8db82ceb26a4f329e3,185.21082f,3013.5469f
7bd5586eb9d8484eb74a433ee7bfe499,338.3161f,3039.6519f
8a7f26e690f34dda97be16904518ca99,434.83267f,2904.7144f
a25adff793e24490b14ab8b50ca90a82,-348.0125f,-1039.1332f
b2f0d654738f48158edff28e8d3a546e,546.21906f,2027.4185f
18882a995f104cba9bb65d9bec58d1de,-417.31427f,904.82153f
512364d4619742bb9e4e531f07ceaed7,178.35533f,2258.6592f
9428d8bd9c5a47b2a235b254e5e27ded,782.73267f,1932.466f
f60ee41ec635499abd48168342d32c2f,591.3644f,1826.7146f
f67fbf45a5f146ed866965bc57c7c001,545.20575f,1505.4966f
d937afe49bd24a07a550dda1c1155122,408.97867f,1345.7526f
3628b3f7823443d0912a339096b69943,372.04697f,1269.9255f
9e049ee647cf43ecbcb5ed792a8e7588,351.60107f,1195.5354f
5256a214faaf410b93f76cea06428334,343.51093f,1120.6985f
25c32b120fce40fa9b6c85133aeb4716,344.22745f,1032.5049f
11bc14f2204949008b7d511b933363c1,380.63568f,921.556f
42de338840a34d15adb66e7b14fb9d2c,478.38116f,852.85065f
9da37c6210b1416b8079c274f70bf600,572.2727f,924.4645f
519119f1deac45ff9ab4f13529be5c6e,597.904f,1039.6627f
c5df9f40ec14463b9dcfdc73df3e9285,692.3046f,1345.123f
83d42d95cd844fc093fc09cee250edb8,836.1864f,1253.3983f
7e20f8b8dbef4748ba3bd5df1fc7bed1,253.64107f,249.74692f
203ad1369adc463dacb9927b912dd2b9,1043.173f,-686.80334f
87331a0e161946c7837117598d1d2958,1092.6581f,-508.39645f
79a795dbdc644bb5a065d2c9b2bfd499,-380.511f,835.46356f
4d10e81bc1a34270baaa14851bb3267b,-455.57538f,1080.5527f
e480a5b467db4ed0a41eda04dfcf6abe,-444.93875f,963.1821f
88172a7cb8334a1a96d27a64ff45de27,1015.5871f,-754.93744f
b36798163c3f4236bd7939a21cc8cdc7,1014.09515f,-312.22122f
7063da5bb3274612ade4644d4156adf1,978.3948f,-788.43567f
a0adf066ca9f4a1aa22ae4e80eb2f0d3,-298.13382f,-1084.1028f
