id,percent_grade,date_joined,enroll_created_date,cert_status,in_analysis
a260643,0.95,04/25/2018 14:37,04/25/2018 14:37,Pass,1
a633302,0.63,04/25/2018 14:58,04/25/2018 15:00,Pass,1
a886354,0.9,04/25/2018 15:37,04/25/2018 15:37,Pass,1
a941357,0.97,04/25/2018 15:45,04/25/2018 15:51,Pass,1
a324071,0.67,04/23/2018 15:38,04/25/2018 16:19,Pass,1
a823801,0.94,04/25/2018 16:24,04/25/2018 16:24,Pass,1
a565935,0.93,04/25/2018 16:30,04/25/2018 16:30,Pass,1
a509808,0.94,04/25/2018 16:51,04/25/2018 16:51,Pass,1
a939512,0.93,03/20/2017 15:11,04/25/2018 17:42,Pass,1
a754623,0.82,04/25/2018 17:55,04/25/2018 17:55,Pass,1
a550124,0.68,04/25/2018 18:01,04/25/2018 18:01,Pass,1
a308062,0.76,04/25/2018 18:39,04/25/2018 18:39,Pass,1
a860982,0.99,04/25/2018 19:40,04/25/2018 19:40,Pass,1
a530554,0.29,04/25/2018 19:41,04/25/2018 19:41,,1
a650977,0,04/25/2018 19:58,04/25/2018 19:58,,0
a107732,0.99,04/25/2018 19:59,04/25/2018 19:59,Pass,1
a194858,0.97,04/25/2018 20:54,04/25/2018 20:54,Pass,1
a412725,0.61,04/25/2018 21:45,04/25/2018 21:45,Pass,1
a996847,0.86,04/25/2018 21:48,04/25/2018 21:48,Pass,1
a574611,0.98,04/26/2018 01:58,04/26/2018 01:58,Pass,1
a508715,0.81,04/26/2018 02:22,04/26/2018 02:22,Pass,1
a156105,0.95,04/26/2018 13:00,04/26/2018 13:00,Pass,1
a514696,0.79,04/26/2018 13:57,04/26/2018 13:57,Pass,1
a344888,0.99,04/26/2018 14:04,04/26/2018 14:04,Pass,1
a175741,0.89,04/25/2018 15:51,04/26/2018 14:14,Pass,1
a964059,0.93,04/26/2018 15:26,04/26/2018 15:26,Pass,1
a860150,0.89,04/26/2018 16:07,04/26/2018 16:07,Pass,1
a429954,0.99,04/25/2018 17:56,04/26/2018 17:20,Pass,1
a590341,0.96,09/05/2017 21:36,04/26/2018 17:37,Pass,1
a977273,0.84,04/26/2018 17:49,04/26/2018 17:49,Pass,1
a751447,0.24,04/26/2018 17:57,04/26/2018 17:57,,1
a989447,0.95,04/26/2018 18:00,04/26/2018 18:00,Pass,1
a610476,0.87,03/17/2017 06:20,04/26/2018 18:07,Pass,1
a894502,0.8,04/26/2018 18:09,04/26/2018 18:13,Pass,1
a958653,0.96,04/23/2018 15:45,04/26/2018 18:21,Pass,1
a854606,0.87,04/26/2018 18:41,04/26/2018 18:41,Pass,1
a485496,0.98,04/26/2018 18:46,04/26/2018 18:46,Pass,1
a117316,0.98,04/26/2018 19:12,04/26/2018 19:12,Pass,1
a701508,0.99,04/26/2018 19:31,04/26/2018 19:31,Pass,1
a835976,0.93,04/26/2018 17:25,04/26/2018 20:01,Pass,1
a490359,0.85,04/26/2018 20:36,04/26/2018 20:36,Pass,1
a983616,1,04/26/2018 20:44,04/26/2018 20:44,Pass,1
a632376,0.9,04/26/2018 22:12,04/26/2018 22:12,Pass,1
a647579,0.94,04/26/2018 23:27,04/26/2018 23:27,Pass,1
a438255,0.98,04/27/2018 03:34,04/27/2018 03:34,Pass,1
a840876,0.95,04/27/2018 12:32,04/27/2018 12:32,Pass,1
a932990,0.7,04/27/2018 13:16,04/27/2018 13:16,Pass,1
a258207,0.9,04/27/2018 14:34,04/27/2018 14:34,Pass,1
a947602,0.79,09/17/2016 23:16,04/27/2018 14:37,Pass,1
a434721,0.69,04/27/2018 15:01,04/27/2018 15:01,Pass,1
a150162,1,04/27/2018 15:13,04/27/2018 15:13,Pass,1
a834391,0.93,09/08/2016 19:25,04/27/2018 15:32,Pass,1
a851663,0.96,04/27/2018 15:52,04/27/2018 15:52,Pass,1
a799054,0.86,08/05/2016 21:07,04/27/2018 16:25,Pass,1
a773626,0.93,04/27/2018 17:51,04/27/2018 17:51,Pass,1
a463935,0.42,04/27/2018 18:12,04/27/2018 18:12,,1
a441366,0.97,04/27/2018 18:28,04/27/2018 18:28,Pass,1
a390936,0.92,04/27/2018 19:13,04/27/2018 19:13,Pass,1
a505721,0,02/26/2018 22:13,04/27/2018 19:23,,0
a568914,0.08,03/06/2018 15:14,04/27/2018 19:23,,1
a206048,0,09/13/2016 16:16,04/27/2018 19:23,,0
a227252,0,03/18/2018 18:07,04/27/2018 19:26,,0
a536545,0,12/13/2017 22:26,04/27/2018 19:26,,0
a907084,0.11,03/05/2018 07:03,04/27/2018 19:26,,1
a556857,0,03/03/2018 23:12,04/27/2018 19:26,,0
a480232,0,08/23/2016 22:41,04/27/2018 19:26,,0
a387619,0.93,04/27/2018 21:37,04/27/2018 21:37,Pass,1
a887910,0.14,04/27/2018 23:59,04/27/2018 23:59,,1
a488497,0.45,04/28/2018 03:14,04/28/2018 03:14,,1
a704862,0.97,04/28/2018 03:24,04/28/2018 03:25,Pass,1
a458877,0.99,03/16/2018 15:39,04/28/2018 13:36,Pass,1
a569095,0.82,04/10/2018 20:37,04/28/2018 13:40,Pass,1
a991185,0.97,04/19/2018 23:58,04/29/2018 02:22,Pass,1
a347846,0.64,04/29/2018 12:22,04/29/2018 12:22,Pass,1
a934179,0.66,04/29/2018 17:36,04/29/2018 17:36,Pass,1
a166359,0.97,04/29/2018 20:49,04/29/2018 20:50,Pass,1
a835801,0.99,04/29/2018 20:57,04/29/2018 20:58,Pass,1
a760709,1,04/29/2018 21:09,04/29/2018 21:09,Pass,1
a733687,0.86,04/29/2018 21:37,04/29/2018 21:37,Pass,1
a685487,0.97,04/29/2018 21:59,04/29/2018 21:59,Pass,1
a640384,0.92,04/29/2018 22:13,04/29/2018 22:13,Pass,1
a642563,0.97,04/29/2018 23:45,04/29/2018 23:45,Pass,1
a250926,0.99,04/29/2018 23:54,04/29/2018 23:55,Pass,1
a810601,0.96,04/29/2018 23:57,04/30/2018 00:00,Pass,1
a827121,0.92,04/30/2018 00:32,04/30/2018 00:33,Pass,1
a606679,1,04/30/2018 00:35,04/30/2018 00:36,Pass,1
a526346,1,04/30/2018 04:54,04/30/2018 04:55,Pass,1
a625087,0.95,04/30/2018 10:44,04/30/2018 10:44,Pass,1
a439031,0.84,04/30/2018 11:54,04/30/2018 11:54,Pass,1
a151215,0.05,04/30/2018 12:56,04/30/2018 12:56,,1
a657953,0.69,04/30/2018 13:01,04/30/2018 13:14,Pass,1
a422559,0.96,04/30/2018 13:19,04/30/2018 13:19,Pass,1
a207063,0.95,04/30/2018 13:42,04/30/2018 13:42,Pass,1
a188448,0.89,12/14/2017 17:05,04/30/2018 13:44,Pass,1
a969735,1,04/30/2018 13:47,04/30/2018 13:47,Pass,1
a985488,0.99,03/21/2018 20:18,04/30/2018 14:10,Pass,1
a219050,0.93,04/05/2016 21:51,04/30/2018 14:18,Pass,1
a186526,0.99,04/30/2018 14:20,04/30/2018 14:20,Pass,1
a996531,0.93,03/24/2017 01:07,04/30/2018 14:36,Pass,1
a826725,0.95,04/30/2018 15:06,04/30/2018 15:06,Pass,1
a826249,0.78,04/30/2018 15:40,04/30/2018 15:40,Pass,1
a957365,0.99,04/30/2018 15:46,04/30/2018 15:46,Pass,1
a814647,0.84,04/30/2018 15:47,04/30/2018 15:47,Pass,1
a360172,0.05,04/30/2018 15:50,04/30/2018 15:50,,1
a362150,0.63,04/30/2018 15:54,04/30/2018 15:54,Pass,1
a524140,0.85,04/30/2018 16:01,04/30/2018 16:01,Pass,1
a763839,0.94,04/30/2018 16:16,04/30/2018 16:16,Pass,1
a801100,0.99,12/14/2017 20:33,04/30/2018 16:47,Pass,1
a624598,0.88,04/30/2018 16:55,04/30/2018 16:55,Pass,1
a974086,0.99,04/30/2018 17:15,04/30/2018 17:15,Pass,1
a240458,0.88,04/30/2018 17:15,04/30/2018 17:15,Pass,1
a830549,0.9,09/14/2016 16:39,04/30/2018 17:20,Pass,1
a943899,0.67,04/23/2018 14:45,04/30/2018 17:30,Pass,1
a390705,0.6,04/30/2018 18:08,04/30/2018 18:08,Pass,1
a101346,0.99,04/30/2018 18:10,04/30/2018 18:10,Pass,1
a298074,0.45,04/30/2018 18:17,04/30/2018 18:20,,1
a151204,0.88,04/30/2018 18:59,04/30/2018 18:59,Pass,1
a174136,0.63,04/30/2018 17:23,04/30/2018 19:05,Pass,1
a681543,0.66,04/30/2018 19:39,04/30/2018 19:39,Pass,1
a681107,0.08,04/30/2018 20:09,04/30/2018 20:09,,1
a973322,0.8,04/30/2018 20:28,04/30/2018 20:28,Pass,1
a772859,0.66,04/30/2018 20:33,04/30/2018 20:33,Pass,1
a856122,0.24,04/30/2018 21:58,04/30/2018 21:58,,1
a364216,0.38,04/30/2018 22:24,04/30/2018 22:24,,1
a299072,1,04/10/2018 16:38,04/30/2018 22:34,Pass,1
a118150,0.93,04/30/2018 23:02,04/30/2018 23:02,Pass,1
a216233,0,04/30/2018 14:45,05/01/2018 00:26,,0
a851933,0.32,04/30/2018 19:19,05/01/2018 01:06,,1
a785873,0.67,05/01/2018 02:00,05/01/2018 02:00,Pass,1
a677451,0.27,04/30/2018 22:47,05/01/2018 12:44,,1
a232786,0,01/20/2016 15:31,05/01/2018 13:08,,0
a601292,0.75,04/30/2018 15:29,05/01/2018 13:21,Pass,1
a444675,0.72,05/01/2018 13:23,05/01/2018 13:23,Pass,1
a876572,0.83,01/11/2018 16:51,05/01/2018 13:42,Pass,1
a200065,0.72,08/17/2016 17:35,05/01/2018 14:05,Pass,1
a255369,0.76,05/01/2018 14:12,05/01/2018 14:13,Pass,1
a602773,0.18,05/01/2018 14:19,05/01/2018 14:19,,1
a574099,0.91,05/01/2018 14:22,05/01/2018 14:22,Pass,1
a321060,0.95,05/01/2018 14:26,05/01/2018 14:26,Pass,1
a231372,0.98,05/01/2018 14:42,05/01/2018 14:42,Pass,1
a789147,0.93,05/01/2018 14:44,05/01/2018 14:44,Pass,1
a257897,0.74,04/16/2018 18:55,05/01/2018 15:25,Pass,1
a182276,0.87,05/01/2018 15:56,05/01/2018 15:56,Pass,1
a847896,0.77,04/27/2018 13:47,05/01/2018 16:55,Pass,1
a423285,0.92,05/01/2018 17:16,05/01/2018 17:16,Pass,1
a218437,0.94,04/12/2018 19:15,05/01/2018 19:42,Pass,1
a432106,0.82,04/26/2018 19:34,05/01/2018 20:07,Pass,1
a246875,0.18,05/01/2018 22:20,05/01/2018 22:20,,1
a409565,0.82,05/01/2018 22:44,05/01/2018 22:44,Pass,1
a197177,0.77,04/25/2018 12:29,05/02/2018 02:29,Pass,1
a979141,0.16,04/06/2018 00:07,05/02/2018 02:48,,1
a947490,0.25,05/02/2018 13:28,05/02/2018 13:28,,1
a184701,0.8,05/02/2018 13:39,05/02/2018 13:39,Pass,1
a816068,0.76,05/01/2018 18:20,05/02/2018 14:53,Pass,1
a449036,0.81,05/02/2018 19:30,05/02/2018 19:30,Pass,1
a720672,0.19,05/02/2018 20:20,05/02/2018 20:20,,1
a236131,0.84,03/07/2018 19:53,05/02/2018 21:27,Pass,1
a123469,0.05,03/09/2018 00:11,05/02/2018 21:27,,1
a195585,0,03/02/2018 20:31,05/02/2018 21:27,,0
a325056,0.77,03/03/2018 14:28,05/02/2018 21:27,Pass,1
a149069,0,03/02/2018 22:03,05/02/2018 21:27,,0
a845347,0.25,03/05/2018 14:06,05/02/2018 21:28,,1
a436396,0,03/26/2018 16:32,05/02/2018 21:28,,0
a388674,0.99,03/04/2018 14:11,05/02/2018 21:28,Pass,1
a448397,0.05,03/05/2018 01:32,05/02/2018 21:28,,1
a254189,0.07,05/27/2014 22:34,05/02/2018 22:10,,1
a650091,0.27,05/03/2018 01:02,05/03/2018 01:02,,1
a469435,0.38,05/03/2018 01:27,05/03/2018 01:27,,1
a515923,0.94,05/03/2018 14:56,05/03/2018 14:56,Pass,1
a312564,0.23,05/03/2018 17:07,05/03/2018 17:07,,1
a858700,0.25,04/12/2018 17:02,05/03/2018 18:12,,1
a332422,0,04/27/2015 13:02,05/03/2018 19:29,,0
a290721,0.22,05/04/2018 03:23,05/04/2018 03:23,,1
a357736,0,04/18/2018 23:43,05/04/2018 18:40,,0
a589577,0.12,05/04/2018 20:10,05/04/2018 20:10,,1
a134924,0.93,03/23/2018 15:31,05/06/2018 01:26,Pass,1
a756619,0.98,05/06/2018 03:56,05/06/2018 03:56,Pass,1
a467996,0.98,05/06/2018 14:35,05/06/2018 14:35,Pass,1
a116261,0.89,01/18/2018 21:48,05/11/2018 12:59,Pass,1
a502159,0.95,05/11/2018 23:12,05/11/2018 23:12,Pass,1
a963723,0,04/20/2018 01:15,05/16/2018 20:33,,0
a725154,0.66,05/17/2018 15:01,05/17/2018 15:01,Pass,1
a131099,0,05/17/2018 17:12,05/17/2018 17:13,,0
a900851,0.85,03/30/2018 14:15,05/17/2018 20:02,Pass,1
a746712,0,05/18/2018 15:11,05/18/2018 15:12,,0
a585638,0,05/18/2018 18:57,05/18/2018 19:16,,0
a949995,0,01/21/2016 13:26,05/21/2018 17:39,,0
a131093,0.05,06/11/2018 12:35,06/11/2018 12:36,,1
