id,percent_grade,date_joined,enroll_created_date,cert_status,in_analysis
a639380,0.3,03/08/2019 05:37,03/08/2019 10:49,,1
a523080,0.02,10/27/2014 10:25,03/08/2019 11:54,,1
a751139,0.55,03/08/2019 12:08,03/08/2019 12:10,,1
a547936,0.39,03/08/2019 12:10,03/08/2019 12:10,,1
a139209,0.05,03/08/2019 12:10,03/08/2019 12:11,,1
a348364,0.62,03/08/2019 12:25,03/08/2019 12:27,,1
a181153,0.39,03/08/2019 12:39,03/08/2019 12:40,,1
a379023,0.54,03/08/2019 12:34,03/08/2019 12:40,,1
a320710,0.08,03/08/2019 12:42,03/08/2019 12:43,,1
a987075,0.2,03/08/2019 12:49,03/08/2019 12:49,,1
a261469,0.6,03/08/2019 13:14,03/08/2019 13:16,,1
a928941,0.4,03/08/2019 13:17,03/08/2019 13:17,,1
a408147,0.32,03/08/2019 13:24,03/08/2019 13:26,,1
a422743,0.55,03/08/2019 13:28,03/08/2019 13:29,,1
a875605,0.62,03/08/2019 13:41,03/08/2019 13:42,,1
a699928,0.62,03/08/2019 13:44,03/08/2019 13:45,,1
a942777,0.67,03/08/2019 13:44,03/08/2019 13:45,Pass,1
a443595,0.29,03/08/2019 13:44,03/08/2019 13:45,,1
a572117,0.67,03/08/2019 13:49,03/08/2019 13:49,Pass,1
a522901,0.54,03/08/2019 14:00,03/08/2019 14:05,,1
a480628,0.37,03/08/2019 14:01,03/08/2019 14:07,,1
a142174,0.59,03/08/2019 14:10,03/08/2019 14:11,,1
a232957,0.32,03/08/2019 14:17,03/08/2019 14:17,,1
a909466,0.32,03/08/2019 14:18,03/08/2019 14:19,,1
a533215,0.38,03/08/2019 14:26,03/08/2019 14:28,,1
a448905,0.69,03/08/2019 14:05,03/08/2019 14:33,Pass,1
a908293,0,03/08/2019 14:30,03/08/2019 14:36,,0
a676598,0.4,03/08/2019 14:34,03/08/2019 14:37,,1
a816813,0.47,03/08/2019 14:34,03/08/2019 14:38,,1
a582533,0.14,03/08/2019 14:36,03/08/2019 14:38,,1
a611395,0.3,03/08/2019 14:26,03/08/2019 14:40,,1
a606661,0.02,03/08/2019 14:35,03/08/2019 14:41,,1
a731335,0.39,03/08/2019 14:42,03/08/2019 14:43,,1
a450013,0.29,09/02/2016 21:28,03/08/2019 14:45,,1
a592379,0.25,03/08/2019 14:45,03/08/2019 14:46,,1
a856448,0.45,03/08/2019 15:08,03/08/2019 15:09,,1
a197437,0.31,03/08/2019 15:20,03/08/2019 15:21,,1
a954391,0.69,03/08/2019 15:19,03/08/2019 15:21,Pass,1
a776392,0.02,03/08/2019 15:21,03/08/2019 15:22,,1
a535272,0.37,03/08/2019 15:10,03/08/2019 15:23,,1
a328575,0.47,03/08/2019 15:24,03/08/2019 15:25,,1
a848970,0.58,03/08/2019 15:26,03/08/2019 15:26,,1
a941947,0.17,03/08/2019 15:25,03/08/2019 15:26,,1
a208227,0.62,03/08/2019 15:24,03/08/2019 15:28,,1
a838821,0.39,03/08/2019 15:29,03/08/2019 15:30,,1
a496207,0.6,03/08/2019 15:32,03/08/2019 15:38,,1
a912491,0.34,03/08/2019 15:36,03/08/2019 15:40,,1
a958556,0.43,03/08/2019 15:36,03/08/2019 15:40,,1
a192583,0.5,03/08/2019 15:37,03/08/2019 15:40,,1
a416676,0.1,03/08/2019 15:12,03/08/2019 15:40,,1
a691997,0.54,03/08/2019 14:27,03/08/2019 15:41,,1
a990335,0.37,03/08/2019 15:25,03/08/2019 15:46,,1
a404968,0.39,03/08/2019 15:46,03/08/2019 15:47,,1
a793863,0.46,03/08/2019 15:48,03/08/2019 15:49,,1
a492653,0.35,03/08/2019 15:47,03/08/2019 15:50,,1
a940821,0.36,03/08/2019 15:53,03/08/2019 15:54,,1
a908674,0.7,03/08/2019 15:58,03/08/2019 15:59,Pass,1
a446897,0.43,03/08/2019 15:59,03/08/2019 16:00,,1
a501229,0,03/08/2019 16:01,03/08/2019 16:02,,0
a887820,0.49,03/08/2019 16:04,03/08/2019 16:04,,1
a328536,0.48,03/08/2019 16:12,03/08/2019 16:13,,1
a625985,0.57,03/08/2019 10:28,03/08/2019 16:18,,1
a132163,0.39,03/08/2019 15:50,03/08/2019 16:19,,1
a786530,0.36,03/08/2019 16:20,03/08/2019 16:23,,1
a389183,0.02,01/25/2019 07:14,03/08/2019 16:24,,1
a182872,0.47,03/08/2019 16:24,03/08/2019 16:27,,1
a111573,0.43,03/08/2019 16:33,03/08/2019 16:34,,1
a614316,0.68,03/08/2019 16:43,03/08/2019 16:46,Pass,1
a723433,0.47,03/08/2019 16:53,03/08/2019 16:54,,1
a736644,0.55,03/08/2019 16:57,03/08/2019 17:03,,1
a262488,0.57,03/08/2019 17:06,03/08/2019 17:06,,1
a104541,0.34,03/08/2019 17:09,03/08/2019 17:11,,1
a588695,0.39,03/08/2019 17:14,03/08/2019 17:20,,1
a737002,0.43,03/08/2019 17:29,03/08/2019 17:29,,1
a105610,0.09,03/08/2019 17:31,03/08/2019 17:31,,1
a240613,0.45,03/08/2019 17:40,03/08/2019 17:41,,1
a339060,0.46,03/08/2019 17:47,03/08/2019 17:49,,1
a190059,0.02,03/08/2019 17:56,03/08/2019 17:57,,1
a982048,0.52,03/08/2019 17:57,03/08/2019 17:58,,1
a246413,0.45,03/08/2019 18:26,03/08/2019 18:26,,1
a448152,0.39,03/08/2019 18:35,03/08/2019 18:36,,1
a926512,0,03/08/2019 19:30,03/08/2019 19:30,,1
a814651,0.62,03/08/2019 20:14,03/08/2019 20:15,,1
a737946,0.46,03/08/2019 20:43,03/08/2019 20:44,,1
a636671,0.32,03/08/2019 20:55,03/08/2019 20:55,,1
a518448,0.26,10/21/2015 14:31,03/08/2019 20:58,,1
a255010,0.07,03/08/2019 22:50,03/08/2019 22:52,,1
a401697,0.37,03/08/2019 23:04,03/08/2019 23:05,,1
a557678,0.7,03/08/2019 23:59,03/09/2019 00:00,Pass,1
a590101,0.42,03/09/2019 01:00,03/09/2019 01:07,,1
a570248,0.26,03/09/2019 07:03,03/09/2019 07:05,,1
a521452,0.39,03/09/2019 16:12,03/09/2019 16:16,,1
a486928,0.02,03/16/2017 19:33,03/09/2019 19:31,,1
a666144,0.59,03/08/2019 15:08,03/09/2019 21:28,,1
a165387,0.39,03/10/2019 21:35,03/10/2019 21:37,,1
a943560,0.46,03/11/2019 00:02,03/11/2019 00:09,,1
a986094,0.08,03/11/2019 05:17,03/11/2019 05:18,,1
a118915,0.33,03/11/2019 09:31,03/11/2019 09:31,,1
a608948,0.57,03/11/2019 10:51,03/11/2019 10:52,,1
a841039,0.02,03/11/2019 10:55,03/11/2019 10:56,,1
a106856,0.58,03/11/2019 13:08,03/11/2019 13:09,,1
a941298,0.32,03/11/2019 13:17,03/11/2019 13:31,,1
a320248,0.02,06/21/2017 21:22,03/11/2019 13:41,,1
a846502,0.27,03/11/2019 13:41,03/11/2019 13:44,,1
a487112,0.02,03/11/2019 13:58,03/11/2019 13:58,,1
a621152,0.3,03/11/2019 14:18,03/11/2019 14:18,,1
a782005,0.4,02/23/2017 14:57,03/11/2019 14:59,,1
a979307,0.47,03/11/2019 15:24,03/11/2019 15:25,,1
a723336,0.47,03/11/2019 15:16,03/11/2019 15:26,,1
a244831,0.07,03/11/2019 15:46,03/11/2019 15:56,,1
a365595,0.68,03/11/2019 16:00,03/11/2019 16:14,Pass,1
a599511,0.47,03/11/2019 16:26,03/11/2019 16:28,,1
a427024,0.6,03/11/2019 16:33,03/11/2019 16:44,,1
a511839,0.46,03/11/2019 17:08,03/11/2019 17:26,,1
a949281,0.02,03/11/2019 17:34,03/11/2019 17:43,,1
a277031,0.6,03/11/2019 19:45,03/11/2019 19:46,,1
a430143,0.3,03/11/2019 18:24,03/11/2019 19:47,,1
a833531,0.36,03/11/2019 19:49,03/11/2019 20:16,,1
a314474,0.54,03/11/2019 20:37,03/11/2019 20:37,,1
a731695,0.02,03/11/2019 22:56,03/11/2019 22:57,,1
a400389,0.37,03/11/2019 22:57,03/11/2019 22:57,,1
a881707,0.45,03/12/2019 01:39,03/12/2019 01:40,,1
a805048,0.66,03/12/2019 15:32,03/12/2019 16:14,Pass,1
a101568,0.47,03/12/2019 15:45,03/12/2019 16:27,,1
a846126,0.4,03/12/2019 16:30,03/12/2019 16:35,,1
a254709,0.17,03/12/2019 16:31,03/12/2019 16:35,,1
a981920,0.47,03/12/2019 16:49,03/12/2019 16:57,,1
a292003,0.39,03/12/2019 16:51,03/12/2019 17:09,,1
a404537,0.39,03/12/2019 17:07,03/12/2019 17:10,,1
a837243,0.7,03/12/2019 17:37,03/12/2019 17:38,Pass,1
a662871,0.17,03/12/2019 18:13,03/12/2019 18:13,,1
a413650,0.3,03/12/2019 18:31,03/12/2019 18:33,,1
a470247,0.24,03/12/2019 18:47,03/12/2019 18:49,,1
a334271,0.32,03/12/2019 16:52,03/12/2019 18:50,,1
a954697,0.46,03/12/2019 19:06,03/12/2019 19:22,,1
a360634,0.24,03/12/2019 19:50,03/12/2019 19:51,,1
a896812,0.16,03/12/2019 20:12,03/12/2019 20:13,,1
a719112,0.04,03/12/2019 17:23,03/12/2019 21:00,,1
a590005,0.3,03/12/2019 22:02,03/12/2019 22:40,,1
a416805,0.55,03/13/2019 02:14,03/13/2019 02:16,,1
a715778,0.7,03/13/2019 08:49,03/13/2019 08:50,Pass,1
a508921,0.02,03/13/2019 05:47,03/13/2019 10:11,,1
a874533,0.4,03/13/2019 12:07,03/13/2019 12:10,,1
a653307,0.17,05/23/2016 14:56,03/13/2019 13:07,,1
a921126,0.24,03/13/2019 16:59,03/13/2019 17:00,,1
a101792,0.51,03/13/2019 22:33,03/13/2019 22:34,,1
a594670,0.24,03/14/2019 12:35,03/14/2019 12:36,,1
a774155,0.53,03/14/2019 18:22,03/14/2019 18:23,,1
a506764,0.15,03/14/2019 23:35,03/14/2019 23:37,,1
a667236,0.17,03/22/2019 21:07,03/22/2019 21:14,,1
