id,x,y,courseID,mod_type,order,stds,count,chapterModLabel,In-Degree,Out-Degree,Degree
b534b89233134e30a9b5645138bfa9ee,-1702.3512f,1316.9302f,MITxPRO+LASERxB1+1T2019,html,41,230,1648,Week 1: Strategy (2.5 hrs),39,29,68
fc5d3a81023c41d8ab70b19d4c5c50eb,-1857.6392f,1688.6023f,MITxPRO+LASERxB1+1T2019,html,42,3,3,Week 1: Strategy (2.5 hrs),1,1,2
296fbfa7fce5408484f55d759d80d7b7,-1163.4855f,1381.4379f,MITxPRO+LASERxB1+1T2019,html,43,1,4,Week 1: Strategy (2.5 hrs),0,1,1
0e37b720d23b4e7f8b313e79313fd107,-1493.5278f,1223.4491f,MITxPRO+LASERxB1+1T2019,problem,44,228,613,Week 1: Strategy (2.5 hrs),6,3,9
6875d67fdd5f48168b62719df449bebd,-1506.9172f,1317.0549f,MITxPRO+LASERxB1+1T2019,problem,45,228,547,Week 1: Strategy (2.5 hrs),4,4,8
d9c8d8c444a64dadbbb508652c721e17,-1568.3347f,1813.6472f,MITxPRO+LASERxB1+1T2019,html,46,227,555,Week 1: Strategy (2.5 hrs),17,12,29
6e13d61a7bdb44bca949c9f86fab3be5,-1621.8794f,1535.1986f,MITxPRO+LASERxB1+1T2019,video,47,228,1358,Week 1: Strategy (2.5 hrs),14,16,30
7ddaf94446db4e3d8f70d0ed3883700d,-393.51212f,-1064.7415f,MITxPRO+LASERxB1+1T2019,html,48,0,0,Week 1: Strategy (2.5 hrs),0,0,0
195f78799f984cc2b06c48dfe36be751,-1580.308f,1678.87f,MITxPRO+LASERxB1+1T2019,problem,49,224,806,Week 1: Strategy (2.5 hrs),4,4,8
f924752d8a1149668870b1e7698486f7,-1728.9265f,2292.8818f,MITxPRO+LASERxB1+1T2019,html,50,226,493,Week 1: Strategy (2.5 hrs),15,13,28
d0c74f735e024943943e40333d6d337f,-1571.8699f,1965.6831f,MITxPRO+LASERxB1+1T2019,video,51,228,955,Week 1: Strategy (2.5 hrs),13,17,30
2b160a91c44d44c89ba74b6b07b25629,1099.5453f,-454.47833f,MITxPRO+LASERxB1+1T2019,html,52,0,0,Week 1: Strategy (2.5 hrs),0,0,0
983f8ff320594b279a7f4a6fe132f9c5,-1492.955f,2123.5615f,MITxPRO+LASERxB1+1T2019,problem,53,222,820,Week 1: Strategy (2.5 hrs),5,3,8
35adfa5d923046aebabfefd98f35ff05,-1462.6436f,2238.7554f,MITxPRO+LASERxB1+1T2019,problem,54,222,1184,Week 1: Strategy (2.5 hrs),4,6,10
b6f8a98476224da1b40e555ececc7ed8,-1503.2716f,2346.391f,MITxPRO+LASERxB1+1T2019,problem,55,222,803,Week 1: Strategy (2.5 hrs),3,4,7
86e22cb5fe0e4b47a9489ecddf7ed78f,-1603.4957f,2375.458f,MITxPRO+LASERxB1+1T2019,problem,56,222,731,Week 1: Strategy (2.5 hrs),3,6,9
12aa6e1672ac4e7aa6449a7a8609cd72,-2116.4795f,2144.7341f,MITxPRO+LASERxB1+1T2019,html,57,226,432,Week 1: Strategy (2.5 hrs),11,12,23
a1f2f12debe5432fb7a70bcd12bacfb9,-1880.6107f,2432.7615f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,58,228,5241,Week 1: Strategy (2.5 hrs),11,12,23
78f30e4dcac84e3cbea8b2cc6e0d62b3,-1942.2825f,2249.299f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,59,228,3306,Week 1: Strategy (2.5 hrs),11,12,23
309ccf3cc4fe429d9bfbaef53d3fa479,-2147.3142f,1767.7023f,MITxPRO+LASERxB1+1T2019,html,60,225,391,Week 1: Strategy (2.5 hrs),10,12,22
4c943503763e4e349906eea3ed3c8e86,-2175.713f,1905.6139f,MITxPRO+LASERxB1+1T2019,problem,61,222,498,Week 1: Strategy (2.5 hrs),3,4,7
bee9f506f4a845b0bc68b6b1caee58a2,574.2684f,352.04904f,MITxPRO+LASERxB1+1T2019,html,62,0,0,Week 1: Strategy (2.5 hrs),0,0,0
bc42d26810654ea9a1df1efe1e58c7d5,-2096.5308f,1996.4136f,MITxPRO+LASERxB1+1T2019,survey,63,227,1260,Week 1: Strategy (2.5 hrs),10,14,24
a0a418b8540d479fa6e0f653b701da8b,-2233.1804f,2025.8232f,MITxPRO+LASERxB1+1T2019,survey,64,227,1211,Week 1: Strategy (2.5 hrs),12,12,24
7af822066add4e7f8e007e4eee31a8bf,-1988.336f,1705.4803f,MITxPRO+LASERxB1+1T2019,html,65,47,78,Week 1: Strategy (2.5 hrs),6,6,12
0c9dea3b3a84482fbc9ce8487ef5ae94,-461.78482f,975.55457f,MITxPRO+LASERxB1+1T2019,html,66,0,0,Week 1: Strategy (2.5 hrs),0,0,0
d646286c8051419bbc2e31dd1db55ca8,-2199.85f,1017.7771f,MITxPRO+LASERxB1+1T2019,html,67,224,1509,Week 1: Strategy (2.5 hrs),40,27,67
5ae019b6b8404464a9b33b495b971f1d,254.88158f,215.65681f,MITxPRO+LASERxB1+1T2019,html,68,0,0,Week 1: Strategy (2.5 hrs),0,0,0
b78502985aa44be295c7f910dbf6d461,-1229.0734f,-472.09467f,MITxPRO+LASERxB1+1T2019,html,69,1,2,Week 1: Strategy (2.5 hrs),0,0,0
12c07ec131f6403eaff4fe6e306f3630,125.90709f,174.69656f,MITxPRO+LASERxB1+1T2019,html,70,0,0,Week 1: Strategy (2.5 hrs),0,0,0
267f883678b24aed855fde42524975d9,-2346.1875f,1028.8207f,MITxPRO+LASERxB1+1T2019,problem,71,221,511,Week 1: Strategy (2.5 hrs),4,1,5
88fff56d0342490dbef9040750a20f6c,-2397.8296f,1091.7809f,MITxPRO+LASERxB1+1T2019,problem,72,221,479,Week 1: Strategy (2.5 hrs),2,2,4
adb17b12b66c4a49a85fd34322f7df70,-2334.0571f,1139.9713f,MITxPRO+LASERxB1+1T2019,problem,73,221,476,Week 1: Strategy (2.5 hrs),1,3,4
140d5b27b8574befad82c0a013b59dfa,-2701.6414f,1109.811f,MITxPRO+LASERxB1+1T2019,html,74,222,408,Week 1: Strategy (2.5 hrs),11,7,18
a2becd407db34b189200a32546d9d569,-2435.7585f,1228.5718f,MITxPRO+LASERxB1+1T2019,video,75,221,1175,Week 1: Strategy (2.5 hrs),12,13,25
190fc0dbe34c41668fe10597f5802ed4,-1215.4374f,-564.4239f,MITxPRO+LASERxB1+1T2019,html,76,1,2,Week 1: Strategy (2.5 hrs),0,0,0
58c22b011d0f4c2ea6d13615edbb9eeb,-2575.0015f,1321.5616f,MITxPRO+LASERxB1+1T2019,problem,77,221,1191,Week 1: Strategy (2.5 hrs),4,4,8
dd76e1861dc9461c830888729d091ee0,-2689.5078f,1372.6049f,MITxPRO+LASERxB1+1T2019,problem,78,221,1465,Week 1: Strategy (2.5 hrs),3,4,7
cd1d828f1a694b87913a7ea66c23803e,-2809.0105f,1375.3275f,MITxPRO+LASERxB1+1T2019,problem,79,221,826,Week 1: Strategy (2.5 hrs),4,5,9
9176a3c2b4d2465fa8b0c67096c2a97e,-2886.5457f,1277.8954f,MITxPRO+LASERxB1+1T2019,problem,80,219,1810,Week 1: Strategy (2.5 hrs),4,4,8
f8ec6445f7194e25b9101d4fbcb07a18,-2813.8513f,1177.7775f,MITxPRO+LASERxB1+1T2019,problem,81,219,759,Week 1: Strategy (2.5 hrs),4,5,9
d18a9ea32855445f8736581f5cb119ce,-2672.947f,993.60547f,MITxPRO+LASERxB1+1T2019,html,82,219,413,Week 1: Strategy (2.5 hrs),8,12,20
38376f961ebc414db8f3b8f244f6d5ed,-1167.815f,-628.5986f,MITxPRO+LASERxB1+1T2019,html,83,1,2,Week 1: Strategy (2.5 hrs),0,0,0
ae5ac430ea254e708a6f5deaaf7464ae,-2483.2065f,801.575f,MITxPRO+LASERxB1+1T2019,html,84,222,433,Week 1: Strategy (2.5 hrs),10,10,20
f564483cbd7a407681aa2fcca518cf5f,-2705.1719f,880.7163f,MITxPRO+LASERxB1+1T2019,problem,85,221,926,Week 1: Strategy (2.5 hrs),5,4,9
18fd01350bd5434ca636d59a599d768a,-2619.1782f,783.3771f,MITxPRO+LASERxB1+1T2019,problem,86,221,2017,Week 1: Strategy (2.5 hrs),5,4,9
42fb58708eaf4e5daa82bfca61b6f5fd,-2575.7954f,1569.3362f,MITxPRO+LASERxB1+1T2019,html,87,44,63,Week 1: Strategy (2.5 hrs),7,9,16
c681290961c94c4caf23b529d1ae6b9a,-2299.2847f,696.8638f,MITxPRO+LASERxB1+1T2019,problem,88,218,488,Week 1: Strategy (2.5 hrs),3,3,6
515683b5ec554c5b816324fc98691834,561.99176f,302.3471f,MITxPRO+LASERxB1+1T2019,html,89,0,0,Week 1: Strategy (2.5 hrs),0,0,0
6a9f0ef185fb47f0937e29daa1c71ed5,-2356.809f,792.65045f,MITxPRO+LASERxB1+1T2019,poll,90,222,1599,Week 1: Strategy (2.5 hrs),9,10,19
e20db35ced8544ddac5bc3839145e463,-2431.4124f,25.896494f,MITxPRO+LASERxB1+1T2019,html,91,222,1932,Week 1: Strategy (2.5 hrs),46,32,78
c2a008e1e5ca4287bd8ecea2932360aa,-983.7118f,-923.97565f,MITxPRO+LASERxB1+1T2019,html,92,1,2,Week 1: Strategy (2.5 hrs),0,0,0
231c15562ab8497daeb55e56acf3b35c,-1891.8033f,-48.972626f,MITxPRO+LASERxB1+1T2019,html,93,4,10,Week 1: Strategy (2.5 hrs),2,1,3
1febb706d7a34005ae8711ed49c76e64,-2125.6821f,157.82066f,MITxPRO+LASERxB1+1T2019,problem,94,218,808,Week 1: Strategy (2.5 hrs),4,5,9
8f73ba6f5a0042f2850356ac38ac6f24,-2022.6315f,205.82704f,MITxPRO+LASERxB1+1T2019,problem,95,217,1293,Week 1: Strategy (2.5 hrs),3,3,6
e2260b86653c46d7b14a41fb419dbf8c,-2009.343f,316.17413f,MITxPRO+LASERxB1+1T2019,problem,96,217,714,Week 1: Strategy (2.5 hrs),4,5,9
35eb641ad1d845bbba54915bce75a962,-2106.5137f,370.65744f,MITxPRO+LASERxB1+1T2019,problem,97,216,1097,Week 1: Strategy (2.5 hrs),5,3,8
08be90ffbeea4795a138cd42ed8db56f,-2224.4783f,350.80508f,MITxPRO+LASERxB1+1T2019,problem,98,218,1252,Week 1: Strategy (2.5 hrs),3,4,7
3007433c8f584dcbb5ac159c1c5f2be3,-2330.5789f,289.5136f,MITxPRO+LASERxB1+1T2019,problem,99,217,1143,Week 1: Strategy (2.5 hrs),5,4,9
73039f8c1eb9409cb4caee2cf968001e,-3030.3147f,67.11418f,MITxPRO+LASERxB1+1T2019,html,100,221,518,Week 1: Strategy (2.5 hrs),13,14,27
00ae5f0c51874a73a41ebea838d95682,-2638.2598f,173.38539f,MITxPRO+LASERxB1+1T2019,video,101,220,1165,Week 1: Strategy (2.5 hrs),16,16,32
b38af1a65bd14ea886d608e701505bcf,-1798.3878f,82.294556f,MITxPRO+LASERxB1+1T2019,html,102,3,6,Week 1: Strategy (2.5 hrs),1,1,2
d391c8b6e56a43a7b654e9dee02d904b,-2797.872f,248.95619f,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,103,221,4639,Week 1: Strategy (2.5 hrs),13,14,27
6111116566fc4fd9abba409322bea245,-2967.2808f,350.99268f,MITxPRO+LASERxB1+1T2019,problem,104,216,752,Week 1: Strategy (2.5 hrs),4,5,9
a81b2235cb9c499eb9ea8ee0a8dd9725,-3077.5723f,370.32953f,MITxPRO+LASERxB1+1T2019,problem,105,216,951,Week 1: Strategy (2.5 hrs),4,4,8
2d4e0ab0ef3b4d73b82c72d4621a7579,-3164.438f,302.9743f,MITxPRO+LASERxB1+1T2019,problem,106,217,705,Week 1: Strategy (2.5 hrs),5,4,9
8bdebf492ebd4e62b0d522e8ab5e5197,-3162.4448f,193.54776f,MITxPRO+LASERxB1+1T2019,problem,107,217,794,Week 1: Strategy (2.5 hrs),5,5,10
08111f75e22d409998cf8b85bd431f0a,-2982.1729f,-236.63359f,MITxPRO+LASERxB1+1T2019,html,108,221,496,Week 1: Strategy (2.5 hrs),10,11,21
4280927ec4d643238aa49c32f9e06c6c,-3038.7788f,-60.280376f,MITxPRO+LASERxB1+1T2019,video,109,220,895,Week 1: Strategy (2.5 hrs),11,11,22
6e1c7c431db64442b1a7ca15b87a61bd,-983.3317f,-953.349f,MITxPRO+LASERxB1+1T2019,html,110,1,2,Week 1: Strategy (2.5 hrs),0,0,0
fc44e6a5f7654430af1227838224dceb,-3078.9644f,-175.07878f,MITxPRO+LASERxB1+1T2019,problem,111,215,940,Week 1: Strategy (2.5 hrs),2,4,6
37319e88176d4aefa91d7a9980dbae91,-2692.4863f,-412.45627f,MITxPRO+LASERxB1+1T2019,html,112,218,492,Week 1: Strategy (2.5 hrs),11,13,24
9f83d4de28e64c5b81825f4e58892ac7,-333.2366f,-1065.525f,MITxPRO+LASERxB1+1T2019,html,113,0,0,Week 1: Strategy (2.5 hrs),0,0,0
a9ae0a3c070d455bb4369a8996313336,-2882.5308f,-316.9883f,MITxPRO+LASERxB1+1T2019,video,114,218,1034,Week 1: Strategy (2.5 hrs),11,13,24
f3c44bf91f85487caa6400dfe774e63b,-753.25867f,-1135.4569f,MITxPRO+LASERxB1+1T2019,html,115,1,2,Week 1: Strategy (2.5 hrs),0,0,0
71cec822bcff4f30a20e75dc63ef7b65,-2824.5293f,-441.4453f,MITxPRO+LASERxB1+1T2019,problem,116,217,749,Week 1: Strategy (2.5 hrs),6,4,10
3ec3a3563847406fa73338f9e9999cf3,-2678.8928f,-208.13408f,MITxPRO+LASERxB1+1T2019,html,117,82,152,Week 1: Strategy (2.5 hrs),8,10,18
b1cd0e7dc3ad4a8eb91a4bfdbeb025b0,-2540.0815f,-481.3472f,MITxPRO+LASERxB1+1T2019,problem,118,214,498,Week 1: Strategy (2.5 hrs),4,4,8
1b532c6a5d0c48ba8cfa09591141b4df,-710.5741f,-1140.3413f,MITxPRO+LASERxB1+1T2019,html,119,2,4,Week 1: Strategy (2.5 hrs),0,0,0
62bff51286ef4f348717a3cf6fe2318f,-2547.337f,-355.3316f,MITxPRO+LASERxB1+1T2019,poll,120,220,1673,Week 1: Strategy (2.5 hrs),15,17,32
779f9ddd1fd14d1e9e69f72219a1fdbd,-2269.8086f,-738.81647f,MITxPRO+LASERxB1+1T2019,html,121,219,1374,Week 1: Strategy (2.5 hrs),24,22,46
b37e701092c444e8a0009767edc5f622,-1860.0494f,-385.35895f,MITxPRO+LASERxB1+1T2019,html,122,4,6,Week 1: Strategy (2.5 hrs),1,2,3
bd7c391260c74863ad031cabd6ae5cbb,-2145.7969f,-650.9161f,MITxPRO+LASERxB1+1T2019,html,123,2,5,Week 1: Strategy (2.5 hrs),0,1,1
386a0044b3b843cc96cfd11f7f889fda,-464.243f,-1161.9536f,MITxPRO+LASERxB1+1T2019,html,124,1,2,Week 1: Strategy (2.5 hrs),0,0,0
ae26e6cda8ad4a3f81bd347560d9579f,-2121.793f,-577.9599f,MITxPRO+LASERxB1+1T2019,problem,125,212,632,Week 1: Strategy (2.5 hrs),6,2,8
ee48df95832b4374aa273ceb27ec1315,-2079.3835f,-653.5204f,MITxPRO+LASERxB1+1T2019,problem,126,211,485,Week 1: Strategy (2.5 hrs),1,2,3
7a439da90b394756ad1777fc4c6dead5,-2117.8953f,-724.7243f,MITxPRO+LASERxB1+1T2019,problem,127,212,494,Week 1: Strategy (2.5 hrs),3,2,5
579338175e0b4bbb8ef3b712b5d8b54e,-2589.5962f,-1045.1682f,MITxPRO+LASERxB1+1T2019,html,128,216,360,Week 1: Strategy (2.5 hrs),8,8,16
a8dd5213034441ac92724b4e83eb0bb2,-2316.1636f,-900.557f,MITxPRO+LASERxB1+1T2019,video,129,217,801,Week 1: Strategy (2.5 hrs),9,11,20
1e7836a9d0494f13b156aa0cc1135796,-5.0657973f,289.14688f,MITxPRO+LASERxB1+1T2019,html,130,0,0,Week 1: Strategy (2.5 hrs),0,0,0
8115eab6556b45f5b415c3b8c26a12e5,-2369.729f,-1022.5579f,MITxPRO+LASERxB1+1T2019,problem,131,211,817,Week 1: Strategy (2.5 hrs),3,3,6
ec34b06efd844b46a4c4818ecdb9b8f4,-2430.7957f,-1113.2966f,MITxPRO+LASERxB1+1T2019,problem,132,211,931,Week 1: Strategy (2.5 hrs),4,5,9
c2e1c2b9eac64109b343a088584b576b,-2536.51f,-1130.7689f,MITxPRO+LASERxB1+1T2019,problem,133,210,725,Week 1: Strategy (2.5 hrs),3,4,7
b416d47c56a742199b5d7c7f19d6503a,-2551.2952f,-912.53033f,MITxPRO+LASERxB1+1T2019,html,134,216,358,Week 1: Strategy (2.5 hrs),6,9,15
8bc5795d6a984a3eace4e2811e52dd4f,-2630.7646f,-961.5619f,MITxPRO+LASERxB1+1T2019,problem,135,213,579,Week 1: Strategy (2.5 hrs),4,2,6
f661500307d74c908e9207d949ceb4aa,-2688.5457f,-1255.6095f,MITxPRO+LASERxB1+1T2019,html,136,41,68,Week 1: Strategy (2.5 hrs),7,5,12
cd4532ad48034873ba8bce2aac0c9808,-2463.9287f,-859.0497f,MITxPRO+LASERxB1+1T2019,problem,137,213,506,Week 1: Strategy (2.5 hrs),5,3,8
e449fc6047844f2eb8caee5c269d5c1c,-2812.2776f,-1479.9513f,MITxPRO+LASERxB1+1T2019,html,138,2,4,Week 1: Strategy (2.5 hrs),1,0,1
df1de691dafe4549a18a4398ee9dfaf9,-1879.4365f,-1131.9668f,MITxPRO+LASERxB1+1T2019,html,139,217,1364,Week 1: Strategy (2.5 hrs),29,25,54
e9312892f6234d46afcb2e1369d2d4ed,-1515.2566f,-1429.0823f,MITxPRO+LASERxB1+1T2019,html,140,3,6,Week 1: Strategy (2.5 hrs),1,1,2
7570bc806234456aa66b290fb5c10af2,-179.8258f,-1092.5779f,MITxPRO+LASERxB1+1T2019,html,141,1,2,Week 1: Strategy (2.5 hrs),0,0,0
5fb9ca36a17e4e5aafb629116db68537,-438.96674f,941.9166f,MITxPRO+LASERxB1+1T2019,html,142,0,0,Week 1: Strategy (2.5 hrs),0,0,0
6c5ad271a44743479bfaea29b1db8d02,-2058.2703f,-1078.7494f,MITxPRO+LASERxB1+1T2019,video,143,214,797,Week 1: Strategy (2.5 hrs),9,18,27
83d311bed5374fee83d8d67a7d9d82dc,-2087.668f,-1191.9332f,MITxPRO+LASERxB1+1T2019,problem,144,209,528,Week 1: Strategy (2.5 hrs),4,2,6
402bba41861d43acb52a5abb89e8831e,-2016.1803f,-1250.8175f,MITxPRO+LASERxB1+1T2019,problem,145,210,738,Week 1: Strategy (2.5 hrs),2,4,6
f902b0f41b544d4dbf79664fd233648d,-2140.351f,-1748.2358f,MITxPRO+LASERxB1+1T2019,html,146,214,401,Week 1: Strategy (2.5 hrs),9,11,20
8aae34f5ddbb4052a709b12e6b0d40fa,-2047.3484f,-1397.852f,MITxPRO+LASERxB1+1T2019,video,147,215,921,Week 1: Strategy (2.5 hrs),10,14,24
6cb6ef2fb4224f9f94891094577870fd,-1869.4238f,-2190.7002f,MITxPRO+LASERxB1+1T2019,html,148,4,8,Week 1: Strategy (2.5 hrs),1,1,2
645b3f0249f64f76af2e19eb4d0e55b7,-2168.6719f,-1505.9626f,MITxPRO+LASERxB1+1T2019,problem,149,207,1080,Week 1: Strategy (2.5 hrs),4,4,8
7e7b8db5064d4369805ab370aac5ddfb,-2239.7446f,-1594.5443f,MITxPRO+LASERxB1+1T2019,problem,150,207,874,Week 1: Strategy (2.5 hrs),3,4,7
8956d210ae7f41968fada86d4c979d6a,-2236.0322f,-1697.4539f,MITxPRO+LASERxB1+1T2019,problem,151,207,686,Week 1: Strategy (2.5 hrs),3,4,7
f03480cf4eba413194d7af52fc0e7f28,-1811.0093f,-1680.1323f,MITxPRO+LASERxB1+1T2019,html,152,215,364,Week 1: Strategy (2.5 hrs),10,9,19
ae781e8b775e4ccd93bc800dad5c8376,-2099.0417f,-1855.4757f,MITxPRO+LASERxB1+1T2019,problem,153,213,778,Week 1: Strategy (2.5 hrs),4,2,6
06882a8492d9499aa31555567f575ecb,-2022.4309f,-1912.3844f,MITxPRO+LASERxB1+1T2019,problem,154,213,461,Week 1: Strategy (2.5 hrs),4,4,8
f293c508f409466a8f27ddd7d1e40b20,-1925.5352f,-1886.535f,MITxPRO+LASERxB1+1T2019,problem,155,213,1030,Week 1: Strategy (2.5 hrs),3,3,6
cc4ddef5bbbe48ebb605141b347c4ed1,-1860.7067f,-1806.1512f,MITxPRO+LASERxB1+1T2019,problem,156,213,692,Week 1: Strategy (2.5 hrs),3,2,5
f4ce60b4a944484082ccb701b48b3da1,-1960.9465f,-1711.255f,MITxPRO+LASERxB1+1T2019,html,157,34,58,Week 1: Strategy (2.5 hrs),6,8,14
d313cec988a84645bee413e8d4724a4b,-1784.2783f,-1556.6188f,MITxPRO+LASERxB1+1T2019,poll,158,216,1462,Week 1: Strategy (2.5 hrs),9,11,20
dc60696c76a74368a60f72246e47700d,-1755.5325f,-1429.5947f,MITxPRO+LASERxB1+1T2019,problem,159,211,486,Week 1: Strategy (2.5 hrs),3,3,6
