id,x,y,courseID,mod_type,order,chpModLabel,seqModLabel
1b1d901e57774ed4aac7ad952c9bb03d,-1692.0028f,1539.8129f,MITxPRO+AMxB+1T2018,html,40,Get Started (25 min),MIT Content Development Team-Html
1a49b1a14dc74ea4a854a58957a1ff70,-1149.6349f,-2018.265f,MITxPRO+AMxB+1T2018,html,41,Get Started (25 min),MIT Content Development Team-Html
2e3b229ed3c6436dbb293d0bede84f69,1966.078f,-987.7039f,MITxPRO+AMxB+1T2018,html,42,Get Started (25 min),MIT Content Development Team-Html
900887df98e3499f8fd3ca09e1e84d3a,1121.4802f,1049.4805f,MITxPRO+AMxB+1T2018,html,43,Get Started (25 min),Industry Experts-Html
5769eefe272745138fb9673656879d27,2125.0815f,626.257f,MITxPRO+AMxB+1T2018,html,44,Get Started (25 min),Industry Experts-Html
8e1e4a26d798445eb4f2208dbbe4c304,-2033.9934f,1421.1215f,MITxPRO+AMxB+1T2018,html,45,Get Started (25 min),Industry Experts-Html
c26a191d2d854bc08f0bb2d00bddf949,1989.6506f,862.50757f,MITxPRO+AMxB+1T2018,html,46,Get Started (25 min),Industry Experts-Html
25a124a430454bd69482e68f5986c640,-1795.6635f,1478.9634f,MITxPRO+AMxB+1T2018,html,47,Get Started (25 min),Industry Experts-Html
7b686383e2454b26ae0a0ba10b69e06c,664.0569f,-1574.3411f,MITxPRO+AMxB+1T2018,html,48,Get Started (25 min),Industry Experts-Html
b51078e21eba44668c93e67fe7da4a5d,-2218.0994f,82.193375f,MITxPRO+AMxB+1T2018,html,49,Get Started (25 min),Industry Experts-Html
15e0176049e845beb8ac349ecf13d64c,-2007.5659f,1448.731f,MITxPRO+AMxB+1T2018,html,50,Get Started (25 min),Industry Experts-Html
8b07dde95c5549ebbfa523a622a8e25c,-2020.5428f,-815.9023f,MITxPRO+AMxB+1T2018,html,51,Get Started (25 min),Industry Experts-Html
b23733f5ccd245ed94abb5c5be18c527,2227.735f,26.794243f,MITxPRO+AMxB+1T2018,html,52,Get Started (25 min),Industry Experts-Html
1e0eba50184b4098912c35d9442fc4c7,-2018.136f,-886.03546f,MITxPRO+AMxB+1T2018,html,53,Get Started (25 min),Industry Experts-Html
5ff13db63251443ab80c02b58c0b485f,1968.9221f,916.59674f,MITxPRO+AMxB+1T2018,html,54,Get Started (25 min),Industry Experts-Html
c5bda766147d4384a2ffeb98f2156679,752.9342f,-1333.5542f,MITxPRO+AMxB+1T2018,html,55,Get Started (25 min),Industry Experts-Html
e5ccaa6343884bf8a982b312206d099b,-1910.7069f,-428.7391f,MITxPRO+AMxB+1T2018,html,56,Get Started (25 min),Industry Experts-Html
620b2b987e224746bcabaf23c62d77e9,-1939.3867f,-873.94f,MITxPRO+AMxB+1T2018,html,57,Get Started (25 min),Industry Experts-Html
c082eaa9c06548149a3c78284864b030,1648.6499f,-1391.8447f,MITxPRO+AMxB+1T2018,html,58,Get Started (25 min),Industry Experts-Html
2fd34d2845b4497d8b01df1e609c7a6d,1916.662f,-1049.244f,MITxPRO+AMxB+1T2018,html,59,Get Started (25 min),Industry Experts-Html
b54b3276058d446d9172bb4935fd58be,-948.5825f,-141.56126f,MITxPRO+AMxB+1T2018,html,60,Get Started (25 min),Industry Experts-Html
5bdb6e60ab5c477f9244243bacb6c984,1076.7797f,1097.8339f,MITxPRO+AMxB+1T2018,html,61,Get Started (25 min),Grading and Completion Criteria-Html
9c375fe94f4a47fb8074dc6870cf8820,1202.1497f,1368.436f,MITxPRO+AMxB+1T2018,html,62,Get Started (25 min),Academic Integrity-Html
20c18c18d1424607bd03030afc0dabc9,1211.3962f,1410.0911f,MITxPRO+AMxB+1T2018,html,63,Get Started (25 min),Certificate Information and CEUs-Html
fe15037ed0db47ee8afde8f7847b94e6,1173.5608f,1411.6102f,MITxPRO+AMxB+1T2018,html,64,Get Started (25 min),Learning Objectives-Html
f152314aca7a42a9a2e4d5ef6086c76e,1188.7949f,1439.6266f,MITxPRO+AMxB+1T2018,html,65,Get Started (25 min),Pedagogy-Html
2c91f40c1d484adbbe41b43c1dd57fce,1151.2268f,1461.0505f,MITxPRO+AMxB+1T2018,html,66,Get Started (25 min),Academic Integrity and Rules of Conduct-Html
2060d250adb14c9eb7e7957c563678f0,1160.731f,1494.9637f,MITxPRO+AMxB+1T2018,html,67,Get Started (25 min),Disclaimer-Html
2bd1769f30ce460b8cf38f3b71207d38,1374.2532f,1845.423f,MITxPRO+AMxB+1T2018,html,68,Week 1: Introduction to Additive Manufacturing (3 hrs),Foundations of Additive Manufacturing-Html
b18bcca1d2984ccca2bbab4c41e85de5,1308.4912f,1832.3956f,MITxPRO+AMxB+1T2018,video,69,Week 1: Introduction to Additive Manufacturing (3 hrs),Foundations of Additive Manufacturing-Foundations of Additive Manufacturing
4d62865512bb40568e055a38622db441,1423.5253f,1682.1826f,MITxPRO+AMxB+1T2018,html,70,Week 1: Introduction to Additive Manufacturing (3 hrs),Foundations of Additive Manufacturing-Html
7450b070eb784ee9a9e597d1e0880de2,1357.1298f,1733.0881f,MITxPRO+AMxB+1T2018,html,71,Week 1: Introduction to Additive Manufacturing (3 hrs),Foundations of Additive Manufacturing-Html
3763b9f526ae44f2ac2ac49749c15661,1349.5096f,1903.626f,MITxPRO+AMxB+1T2018,html,72,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Html
b10ef23438f9466882d17e3f0abd0149,1435.7793f,1882.5302f,MITxPRO+AMxB+1T2018,video,73,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Defining Additive Manufacturing 
c7a622c4d84241c595bc384162598ed1,1746.4723f,1725.5116f,MITxPRO+AMxB+1T2018,html,74,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Html
a137964dcca34365ba31a7563531e07b,1496.1228f,1871.5288f,MITxPRO+AMxB+1T2018,problem,75,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 1
5b7be604e0a24022b6e4c88a2391e099,1781.092f,1786.4861f,MITxPRO+AMxB+1T2018,html,76,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Html
5fa68b182e974d6b82927d21dd4e4f9a,1545.9696f,1873.4458f,MITxPRO+AMxB+1T2018,problem,77,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 2
b0a012fae6fe4eb0af63473d516476b7,1587.9194f,1886.2288f,MITxPRO+AMxB+1T2018,problem,78,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 3
4be29d7cb0e4400887b4848365b47a4d,1601.8695f,1926.3433f,MITxPRO+AMxB+1T2018,problem,79,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 4
8288c793632d4a81a50ef5e13bf8911c,1557.7769f,1940.1195f,MITxPRO+AMxB+1T2018,problem,80,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 5
083e170a98cc47909270dde338cffbff,1506.9889f,1933.5708f,MITxPRO+AMxB+1T2018,problem,81,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 6
043d02d4e89541cdb2c73ca0d2eca377,1261.0155f,1990.3232f,MITxPRO+AMxB+1T2018,html,82,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Html
1ee01257a4174216a0bf6d64ad67decf,1350.6698f,2010.7301f,MITxPRO+AMxB+1T2018,video,83,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-The Importance of AM
091e476b9c794d019c1660622a3a12f6,1416.9739f,2035.8134f,MITxPRO+AMxB+1T2018,problem,84,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 1
d4f85f1570bf4ced82ef64cab4fa68f4,1438.7078f,2072.4934f,MITxPRO+AMxB+1T2018,problem,85,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 2
b4e40f400718476dad4c66477ccb68d0,1570.808f,2117.2817f,MITxPRO+AMxB+1T2018,html,86,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Html
ca856b87daac457ab8b54e03644f4264,1395.4696f,2100.3818f,MITxPRO+AMxB+1T2018,problem,87,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 3: Aerospace Bracket
f0d9ed3b227a456f85ef40f79f56e546,1359.4169f,2131.0842f,MITxPRO+AMxB+1T2018,problem,88,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 4: Knee Implant
d59550403f9b49628189ff34f74d3b3d,1304.9836f,2109.1382f,MITxPRO+AMxB+1T2018,problem,89,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 5: Orthodontic Aligner
432e2e03af924d10b164b60c5fcb86a1,1271.5653f,2069.345f,MITxPRO+AMxB+1T2018,problem,90,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 6: Performance Running Shoe
5fe15241fc4840f1a7fb294182265c39,1158.6903f,2026.9114f,MITxPRO+AMxB+1T2018,html,91,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Html
f3cfda7ffa804facb0183da6497283a6,1085.8123f,2067.0647f,MITxPRO+AMxB+1T2018,video,92,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-The Additive Manufacturing Industry
d457def4b5744eda84b61b030ba37c4d,1270.731f,2290.0317f,MITxPRO+AMxB+1T2018,html,93,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Html
54ce11d3d7d146868c49330c5988da72,1129.9218f,2120.2695f,MITxPRO+AMxB+1T2018,html,94,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Html
391baeed712c4a22b2cf24c3862ebd70,1873.9279f,353.92834f,MITxPRO+AMxB+1T2018,discussion,95,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Where do you see the greatest opportunities for mass production using AM?
4ccb45d574ff4f8eb16c6909f28f2925,1284.7927f,-1811.097f,MITxPRO+AMxB+1T2018,discussion,96,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Can you think of another potential customized product that AM would eble?
a2df8dacf5ba431998391eab736836e7,2209.8723f,461.0744f,MITxPRO+AMxB+1T2018,discussion,97,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-What other expertise do you hope to connect with throughout this course to enhance your knowledge of the applications and potential of AM?
1afa468dc7ce4b91a590366c2a697707,1010.4397f,2112.2139f,MITxPRO+AMxB+1T2018,html,98,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Html
c69e8c4f31b84da1819bfbd83719e7d2,1039.6027f,2168.194f,MITxPRO+AMxB+1T2018,problem,99,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 1
b30f0577ae11446a85aff7721bcfcf2f,1084.9235f,2187.099f,MITxPRO+AMxB+1T2018,problem,100,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 2
b6a4f407524b40eeb08d984b32836876,1075.3755f,2231.4568f,MITxPRO+AMxB+1T2018,problem,101,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 3
83df58e45bca4a728eb3dcb87532e1a1,1025.79f,2228.58f,MITxPRO+AMxB+1T2018,problem,102,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 4
5fcfdbc511594d9fb3d368bcbc0adf84,1110.7191f,2370.6992f,MITxPRO+AMxB+1T2018,html,103,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Html
1a4bb735ff0049dba3a0633edf68276a,979.89636f,2213.6082f,MITxPRO+AMxB+1T2018,problem,104,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 5
7228edcdafd748a8ba059ace1ec6a202,977.2061f,2171.2954f,MITxPRO+AMxB+1T2018,problem,105,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 6
6ad12d818d9a441c87b8c41450b11f12,892.0885f,2121.4504f,MITxPRO+AMxB+1T2018,html,106,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Html
fc68686f026f4a1c8b21f5339ac0044c,876.89343f,2199.2983f,MITxPRO+AMxB+1T2018,video,107,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-The AM Workflow (from CAD to part)
550b719286db44248d48173c92970f5b,954.62756f,2409.0688f,MITxPRO+AMxB+1T2018,html,108,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Html
20ccdcf059974bbea51abef68782ce5c,671.2797f,2400.5679f,MITxPRO+AMxB+1T2018,html,109,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Html
2afff631870d43df9cf42c91ff1c375f,865.2727f,2257.826f,MITxPRO+AMxB+1T2018,problem,110,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 1
25a120914939487ab01f3e320cb238f4,853.1694f,2299.0532f,MITxPRO+AMxB+1T2018,problem,111,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 2
a8413f2779a14150bf1c83e9f5ea447c,815.7302f,2323.0164f,MITxPRO+AMxB+1T2018,problem,112,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 3
53b450f515af46c3b1eb571ec6d1fd4c,797.22406f,2279.183f,MITxPRO+AMxB+1T2018,problem,113,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 4
905f0cf9e2374c818bf1263e9d7e2c00,804.6478f,2236.6006f,MITxPRO+AMxB+1T2018,problem,114,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 5
8b1109f1bac740fc8974fb4eca386560,746.2843f,2047.5739f,MITxPRO+AMxB+1T2018,html,115,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-Html
d5d74cf927094b04951635356b2c61a0,738.1314f,2140.0076f,MITxPRO+AMxB+1T2018,video,116,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-AM Technology Spectrum
06fc2cf614ba46e1a78252ea143efb8a,584.7108f,2372.2405f,MITxPRO+AMxB+1T2018,html,117,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-Html
c9b70711831043beafffd7e1f034a339,667.79956f,2167.2424f,MITxPRO+AMxB+1T2018,problem,118,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-Question 1
e22344d128e24de29caa95e6973a6ea7,528.8576f,2345.5732f,MITxPRO+AMxB+1T2018,html,119,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-Html
6dfd127f3e874ed3912d3372db0b3d35,657.846f,2118.3708f,MITxPRO+AMxB+1T2018,problem,120,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-Question 2
75e15653e2d84fcd84a2b1b2c0949dd0,683.6001f,2073.918f,MITxPRO+AMxB+1T2018,problem,121,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-Question 3
9e07d9bd17d84172858e4e2d7c7f3e4b,680.374f,1959.6108f,MITxPRO+AMxB+1T2018,html,122,Week 1: Introduction to Additive Manufacturing (3 hrs),Emerging Trends in Additive Manufacturing-Html
c4cb65c90b7145dca401224eabfa1241,644.9727f,2013.7125f,MITxPRO+AMxB+1T2018,video,123,Week 1: Introduction to Additive Manufacturing (3 hrs),Emerging Trends in Additive Manufacturing-Emerging Trends in Additive Manufacturing
23ec45e604724c2a84eb5bf1b724de68,462.1435f,2325.8896f,MITxPRO+AMxB+1T2018,html,124,Week 1: Introduction to Additive Manufacturing (3 hrs),Emerging Trends in Additive Manufacturing-Html
638d08a4940d462481093ee144f85401,614.7398f,1967.238f,MITxPRO+AMxB+1T2018,video,125,Week 1: Introduction to Additive Manufacturing (3 hrs),Emerging Trends in Additive Manufacturing-The Digital Thread at General Electric 
ae7603c14c1643578dfedac1f7b965cd,393.41125f,2270.6094f,MITxPRO+AMxB+1T2018,html,126,Week 1: Introduction to Additive Manufacturing (3 hrs),Emerging Trends in Additive Manufacturing-Html
2b9cb425a86f4865825a82fb330fbd6b,1987.3389f,913.16064f,MITxPRO+AMxB+1T2018,discussion,127,Week 1: Introduction to Additive Manufacturing (3 hrs),"Emerging Trends in Additive Manufacturing-How can the concept of the ""digital thread"" improve the efficiency or quality of manufacturing operations?  Propose a specific example from any industry."
2ad839c226ab44539d98e2a1e84e439f,632.806f,1866.7281f,MITxPRO+AMxB+1T2018,html,128,Week 1: Introduction to Additive Manufacturing (3 hrs),Additive Manufacturing Online Resources-Html
c076a6e427c34d0c99c5bb95cbce05e5,601.2821f,1799.2726f,MITxPRO+AMxB+1T2018,html,129,Week 1: Introduction to Additive Manufacturing (3 hrs),Instructions and Assignment-Html
6ac9f21a57ba4218b9e3b13a36f263be,701.9844f,1803.3127f,MITxPRO+AMxB+1T2018,html,130,Week 1: Introduction to Additive Manufacturing (3 hrs),Instructions and Assignment-Html
19f5efdd71494972b03a02f445dc98fa,655.3577f,1741.5614f,MITxPRO+AMxB+1T2018,openassessment,131,Week 1: Introduction to Additive Manufacturing (3 hrs),Instructions and Assignment-Openassessment
d96704d24a68401eaad4628b30fdb889,572.8009f,1734.1871f,MITxPRO+AMxB+1T2018,html,132,Week 1: Introduction to Additive Manufacturing (3 hrs),Key Takeaways and Course Trajectory-Html
17707229e69e428f8b8350b8c87c157e,543.92303f,1692.923f,MITxPRO+AMxB+1T2018,video,133,Week 1: Introduction to Additive Manufacturing (3 hrs),Key Takeaways and Course Trajectory-Key Takeaways
89f61d355af44e16ac1f9654029f89e0,487.81943f,1571.6058f,MITxPRO+AMxB+1T2018,html,134,Week 2: Additive Manufacturing Processes (5 hrs),Navigating the AM Process Spectrum-Html
b3f87007fabf4748901e3caaa1ae7ce1,637.14734f,1521.5038f,MITxPRO+AMxB+1T2018,html,135,Week 2: Additive Manufacturing Processes (5 hrs),Navigating the AM Process Spectrum-Html
49bc2f8db38b47f9b378f26dde2a6e64,425.0109f,1441.9081f,MITxPRO+AMxB+1T2018,html,136,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Extrusion AM-Html
c7b26f5c177645f8915da5083313c6cf,456.45935f,1360.3588f,MITxPRO+AMxB+1T2018,video,137,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Extrusion AM-Introduction to Extrusion AM
debd717226334517aafcbf75ca463690,906.1766f,1197.2079f,MITxPRO+AMxB+1T2018,html,138,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Extrusion AM-Html
ed4ff111f1ec4a51ad19229302d1ffd2,771.6496f,1217.1809f,MITxPRO+AMxB+1T2018,html,139,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Extrusion AM-Html
d02f35406ea04ba3a7720453a1f354cc,394.43457f,1325.2754f,MITxPRO+AMxB+1T2018,html,140,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Html
dd6d0ae279474847af7841a0c0b4d5a5,382.0763f,1276.8606f,MITxPRO+AMxB+1T2018,video,141,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Video
2b0c1a20f8f441c3ab4e320b0bde00e1,731.28546f,1116.9255f,MITxPRO+AMxB+1T2018,html,142,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Html
ec173897e6254e50812116be2dc37a94,344.57706f,1242.8231f,MITxPRO+AMxB+1T2018,html,143,Week 2: Additive Manufacturing Processes (5 hrs),Materials and Length Scales-Html
ac3ba61065f84433a945ac8c71b537f4,311.47437f,1198.3597f,MITxPRO+AMxB+1T2018,html,144,Week 2: Additive Manufacturing Processes (5 hrs),Key Takeaways-Key Takeaways
553c1e0f782e43f492dadd97e6bef776,277.10962f,1140.3688f,MITxPRO+AMxB+1T2018,problem,145,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 1
902dff85d0d34920814ee3729329d2d2,335.11716f,1124.0574f,MITxPRO+AMxB+1T2018,problem,146,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 2
6be9622646964f02a8368b937bd8a304,368.1011f,1095.6294f,MITxPRO+AMxB+1T2018,problem,147,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 3
8460c1a442324bf6a54498d85b28cfe0,340.9511f,1058.9492f,MITxPRO+AMxB+1T2018,problem,148,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 4
c08a68b3db574534a7bee42ec660d1a3,296.0654f,1075.96f,MITxPRO+AMxB+1T2018,problem,149,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 5
2126522cd4b94bd68b2999261978d881,190.79118f,1075.5984f,MITxPRO+AMxB+1T2018,html,150,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Photopolymerization AM-Html
3de7431267b04318bd0e9501f80a019d,139.43803f,1007.8859f,MITxPRO+AMxB+1T2018,video,151,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Photopolymerization AM-Introduction to Photopolymerization AM
5cfb1ef0ace24db58889425cf90e8268,121.46166f,1203.4762f,MITxPRO+AMxB+1T2018,html,152,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Photopolymerization AM-Html
