source,target,stds,weight_c,dis,sl
c1e3057887ae4756b3983ee71103080a,064f627c77a54926aac5e4c6b665a883,1,1,245,0
c1e3057887ae4756b3983ee71103080a,06b02d057d574f24a6cac30186bf0bf2,1,1,177,0
c1e3057887ae4756b3983ee71103080a,0704a9032b0b4dfebc92a428247b2a14,5,5,267,0
c1e3057887ae4756b3983ee71103080a,085d322fab7a4a70bb44caaf20312501,1,1,334,0
c1e3057887ae4756b3983ee71103080a,0cd55e8d087d4dd7b4abe0c9eeb53ee9,34,38,-5,0
c1e3057887ae4756b3983ee71103080a,0e3c2d8cac1e44af8bd7fabc48f8d079,2,2,24,0
c1e3057887ae4756b3983ee71103080a,0e554069f4c04108abd5c2b1e02bb8df,1,1,214,0
c1e3057887ae4756b3983ee71103080a,151ff258d4a74e6dbe9efde0ce31b457,149,225,-1,0
c1e3057887ae4756b3983ee71103080a,17707229e69e428f8b8350b8c87c157e,1,1,-57,0
c1e3057887ae4756b3983ee71103080a,19f5efdd71494972b03a02f445dc98fa,1,1,-59,0
c1e3057887ae4756b3983ee71103080a,1c264c5f7377466b9165af2037ec7924,2,2,509,0
c1e3057887ae4756b3983ee71103080a,1ed230eb23af43aab786739fdd13ea89,2,2,43,0
c1e3057887ae4756b3983ee71103080a,1f5002403e13485da7e7b1f5896e81ee,10,10,18,0
c1e3057887ae4756b3983ee71103080a,2126522cd4b94bd68b2999261978d881,1,1,-40,0
c1e3057887ae4756b3983ee71103080a,22f8ee5d537a46cfb33f6713a2ec6a6a,3,3,-6,0
c1e3057887ae4756b3983ee71103080a,23ec45e604724c2a84eb5bf1b724de68,1,1,-66,0
c1e3057887ae4756b3983ee71103080a,253c3d95e42f47a192997f25c3fd5881,1,1,562,0
c1e3057887ae4756b3983ee71103080a,26772bf1f08f4f96ab44e6007c4c6976,12,12,-27,0
c1e3057887ae4756b3983ee71103080a,276eb91bb71649698c5d0281235cbd59,2,2,21,0
c1e3057887ae4756b3983ee71103080a,2a07f16983744ee4b619e6822558732e,109,123,2,0
c1e3057887ae4756b3983ee71103080a,2ad839c226ab44539d98e2a1e84e439f,5,5,-62,0
c1e3057887ae4756b3983ee71103080a,2bbb47defdd44b6e95be6aff50d550d1,11,11,159,0
c1e3057887ae4756b3983ee71103080a,2bd1769f30ce460b8cf38f3b71207d38,1,1,-122,0
c1e3057887ae4756b3983ee71103080a,2e1dcff64f8741438099a3b28ba6c42d,1,1,-160,0
c1e3057887ae4756b3983ee71103080a,2f6febb9f2514c06827aa6a4bfe1e69d,2,2,-179,0
c1e3057887ae4756b3983ee71103080a,35fb6234757c420ea8007b976a49044a,1,1,-33,0
c1e3057887ae4756b3983ee71103080a,3a32d27772ce468e941a09b8dd76aec3,1,1,193,0
c1e3057887ae4756b3983ee71103080a,3b80b63e802243169ed3dc0ceba87a81,89,91,3,0
c1e3057887ae4756b3983ee71103080a,4037cb08917c43238c4691dbe8895637,2,2,56,0
c1e3057887ae4756b3983ee71103080a,41f2083f68e34e818c645e3b5fe1f3a6,1,1,7,0
c1e3057887ae4756b3983ee71103080a,4278a11746804def8e613a8a8da29a7c,1,1,-17,0
c1e3057887ae4756b3983ee71103080a,4454aaa65b6d49ca89add710ba15514e,18,20,12,0
c1e3057887ae4756b3983ee71103080a,44a09f185c624f388d29e488f28999d2,184,192,6,0
c1e3057887ae4756b3983ee71103080a,46cd00fd3cd84c52a7161a7eafdb9268,1,1,19,0
c1e3057887ae4756b3983ee71103080a,4ddee52f520141a192396264e12e939c,853,894,1,0
c1e3057887ae4756b3983ee71103080a,50d4b24c0dfd4452a253ac7a61291669,1,1,358,0
c1e3057887ae4756b3983ee71103080a,578c2b6ddddd4e34af9d122be164f33c,1,1,477,0
c1e3057887ae4756b3983ee71103080a,57b361f6d4ca424299264c668e836e47,3,3,185,0
c1e3057887ae4756b3983ee71103080a,5cc9c5960b654f42829ef46a9c3a1444,1,1,63,0
c1e3057887ae4756b3983ee71103080a,5f4a737d4d744b21a68e7f81caaaa00c,2,2,109,0
c1e3057887ae4756b3983ee71103080a,5fe15241fc4840f1a7fb294182265c39,2,2,-99,0
c1e3057887ae4756b3983ee71103080a,61856830155142bcaeace6aa59bd78ff,6,6,32,0
c1e3057887ae4756b3983ee71103080a,631404452a894b47949846af85b65a75,2,2,-9,0
c1e3057887ae4756b3983ee71103080a,66e3bd0917b64e4e96809be332b6d1a2,1,1,513,0
c1e3057887ae4756b3983ee71103080a,6b640336506d4155b1388785aab42fca,2,2,-21,0
c1e3057887ae4756b3983ee71103080a,6bcb17967bcb4df9bfc7914614ea438d,1,1,-15,0
c1e3057887ae4756b3983ee71103080a,744dad1a12a449ebbfc22c507e1e0e1f,1,1,516,0
c1e3057887ae4756b3983ee71103080a,750c556f3cae4c2db33e983c7c72db60,216,257,4,0
c1e3057887ae4756b3983ee71103080a,7a2bcd65cf024f3684c99f341cb74362,8,8,188,0
c1e3057887ae4756b3983ee71103080a,7afbe0f3ab05461ab5a3765ad3631052,2,2,187,0
c1e3057887ae4756b3983ee71103080a,7d04272687d34281b60b3377d46cd231,1,1,137,0
c1e3057887ae4756b3983ee71103080a,861189817e874a78b48adb13db4dd352,1,1,39,0
c1e3057887ae4756b3983ee71103080a,8946402cfec84b0aa9abf2968a314b27,1,1,408,0
c1e3057887ae4756b3983ee71103080a,89f61d355af44e16ac1f9654029f89e0,5,5,-56,0
c1e3057887ae4756b3983ee71103080a,8a10cc79e71240fbbaef15137c988bf5,151,235,-8,0
c1e3057887ae4756b3983ee71103080a,8b1109f1bac740fc8974fb4eca386560,2,2,-75,0
c1e3057887ae4756b3983ee71103080a,8c70a939146b49cd91d826eaa1b1aaf8,119,145,8,0
c1e3057887ae4756b3983ee71103080a,8fa03b1b2994424a877f41676e31bb08,1,1,403,0
c1e3057887ae4756b3983ee71103080a,98170a572e6644028150554eb5722cb4,1,1,162,0
c1e3057887ae4756b3983ee71103080a,9e07d9bd17d84172858e4e2d7c7f3e4b,3,3,-68,0
c1e3057887ae4756b3983ee71103080a,9e71015683e549b5b13c178144b1531f,1,1,96,0
c1e3057887ae4756b3983ee71103080a,ac3ba61065f84433a945ac8c71b537f4,1,1,-46,0
c1e3057887ae4756b3983ee71103080a,aedac84ad12f487db1c88dbe3c82abde,723,1278,5,0
c1e3057887ae4756b3983ee71103080a,b417ce5230004e449eb68bbbca8930d9,50,58,13,0
c1e3057887ae4756b3983ee71103080a,b44d071a81c142198d7e7ca14f5442f6,8,8,-24,0
c1e3057887ae4756b3983ee71103080a,b47999fa192a4c07897ef0655c1f458f,2,2,-18,0
c1e3057887ae4756b3983ee71103080a,b6e111cfb4a9471b8d1efe4384681e27,1,2,-3,0
c1e3057887ae4756b3983ee71103080a,b8083104495b401ca2dbf89321e3ebbc,2,2,345,0
c1e3057887ae4756b3983ee71103080a,c076a6e427c34d0c99c5bb95cbce05e5,1,1,-61,0
c1e3057887ae4756b3983ee71103080a,c1e3057887ae4756b3983ee71103080a,876,3095,0,1
c1e3057887ae4756b3983ee71103080a,c7a736e53c6341f684a77474fbbbe64f,3,3,161,0
c1e3057887ae4756b3983ee71103080a,c8a31966713e4ef18f4f06cd4a79d374,1,1,25,0
c1e3057887ae4756b3983ee71103080a,c9543052dcba40b58909ec53da262aaa,4,4,51,0
c1e3057887ae4756b3983ee71103080a,cee509fdc136413c8c3e182d487c2b86,1,1,181,0
c1e3057887ae4756b3983ee71103080a,cfc8fb9e455e4fc592f63e75803bc5e9,11,11,11,0
c1e3057887ae4756b3983ee71103080a,d02f35406ea04ba3a7720453a1f354cc,1,1,-50,0
c1e3057887ae4756b3983ee71103080a,d4351e91190f4e08b308ceb76aa5cf06,1,1,48,0
c1e3057887ae4756b3983ee71103080a,d538c2a9c6004cc3b62a2514ff7d24f5,6,6,-184,0
c1e3057887ae4756b3983ee71103080a,d5834a3d440842cfb49bd2ae4155ce16,1,1,525,0
c1e3057887ae4756b3983ee71103080a,d6f5e62f53b24133ad80b6ae4fbb1c67,18,23,-7,0
c1e3057887ae4756b3983ee71103080a,d8a02e7515a74c9998f997f6df75771d,1,1,163,0
c1e3057887ae4756b3983ee71103080a,deead91c4b084361847e1f6596966bb8,10,10,-16,0
c1e3057887ae4756b3983ee71103080a,ea1d651f18c34e6fa36ee0f68962ecb9,1,1,269,0
c1e3057887ae4756b3983ee71103080a,ec173897e6254e50812116be2dc37a94,1,1,-47,0
c1e3057887ae4756b3983ee71103080a,efad98624b054b5fbe2cc340e3df324d,4,4,49,0
c1e3057887ae4756b3983ee71103080a,f06cfae5902b4db099f1844f9dcad801,3,4,170,0
c1e3057887ae4756b3983ee71103080a,f732776055a94d8d8fd501519588bcc8,6,7,26,0
c1e3057887ae4756b3983ee71103080a,fe3586744a044afd9ae558cfbe4a9411,1,1,264,0
c23f9d01f9ae471e980994efd53cc80d,5f4a737d4d744b21a68e7f81caaaa00c,1,1,-330,0
c23f9d01f9ae471e980994efd53cc80d,b87d7692f55a4b3fb61ec362d003f121,2,2,83,0
c23f9d01f9ae471e980994efd53cc80d,d5834a3d440842cfb49bd2ae4155ce16,1,1,86,0
c26a191d2d854bc08f0bb2d00bddf949,5bdb6e60ab5c477f9244243bacb6c984,1,1,15,0
c26a191d2d854bc08f0bb2d00bddf949,8a10cc79e71240fbbaef15137c988bf5,1,1,136,0
c26ae7f6e4004d36a959daa7448fab45,0704a9032b0b4dfebc92a428247b2a14,4,4,149,0
c26ae7f6e4004d36a959daa7448fab45,0809efd87b0c45139a1edc4cc58fd1f5,10,10,10,0
c26ae7f6e4004d36a959daa7448fab45,10851985f5a44e618592bad22e719a80,574,662,1,0
c26ae7f6e4004d36a959daa7448fab45,1f5002403e13485da7e7b1f5896e81ee,1,1,-100,0
c26ae7f6e4004d36a959daa7448fab45,2126522cd4b94bd68b2999261978d881,1,1,-158,0
c26ae7f6e4004d36a959daa7448fab45,2bbb47defdd44b6e95be6aff50d550d1,5,6,41,0
c26ae7f6e4004d36a959daa7448fab45,305d151f07e84e62933b3f7ca7498b37,2,2,2,0
c26ae7f6e4004d36a959daa7448fab45,30aea0ab9d50468387ce90b94ce24b88,2,2,-39,0
c26ae7f6e4004d36a959daa7448fab45,401ee1f6f3684be7b6124490f34adc5a,1,1,-307,0
c26ae7f6e4004d36a959daa7448fab45,4582c3c3aaca48bd9946e825dcad6a65,22,23,7,0
c26ae7f6e4004d36a959daa7448fab45,5f4a737d4d744b21a68e7f81caaaa00c,2,2,-9,0
c26ae7f6e4004d36a959daa7448fab45,60fdad9fc19541e3b135991de184af75,2,2,38,0
c26ae7f6e4004d36a959daa7448fab45,61726452154f4dfb8d7de5fbf5555548,298,438,3,0
c26ae7f6e4004d36a959daa7448fab45,664871c85f90481e8ce08ed81e13204f,1,1,-47,0
c26ae7f6e4004d36a959daa7448fab45,6d9d7fa80bb24111ac8b77071d6b072d,1,1,-5,0
c26ae7f6e4004d36a959daa7448fab45,75140a4c4a7248179d04fa2a1ab985d5,2,2,99,0
c26ae7f6e4004d36a959daa7448fab45,83e10dd54b124d7e9da59881a2f7557a,11,11,9,0
c26ae7f6e4004d36a959daa7448fab45,8623fd98364040069d25c8e158c77fff,88,122,-2,0
c26ae7f6e4004d36a959daa7448fab45,89f61d355af44e16ac1f9654029f89e0,1,1,-174,0
c26ae7f6e4004d36a959daa7448fab45,968d0ef03f3e4528957b15a5a2d9d88e,2,2,8,0
c26ae7f6e4004d36a959daa7448fab45,98170a572e6644028150554eb5722cb4,5,5,44,0
c26ae7f6e4004d36a959daa7448fab45,98a13e95e8484ecb9727be0d96c5a670,1,1,23,0
c26ae7f6e4004d36a959daa7448fab45,b233e1e427114fad9d1e90757aeb33cd,1,1,-52,0
c26ae7f6e4004d36a959daa7448fab45,b493f3f110234cfdabab9fc55ba06661,1,1,12,0
c26ae7f6e4004d36a959daa7448fab45,bd6795cfc41241159ab06425ce1bf3d7,26,27,-3,0
c26ae7f6e4004d36a959daa7448fab45,bf82c8fce82849deb2c0c18f79aba303,3,3,-44,0
c26ae7f6e4004d36a959daa7448fab45,c0c126b664f740499c53acc71fe44eae,1,1,319,0
c26ae7f6e4004d36a959daa7448fab45,c1decbb7d1cc46d3b662207a884ac71e,21,21,-1,0
c26ae7f6e4004d36a959daa7448fab45,c26ae7f6e4004d36a959daa7448fab45,14,20,0,1
c26ae7f6e4004d36a959daa7448fab45,c9543052dcba40b58909ec53da262aaa,1,1,-67,0
c26ae7f6e4004d36a959daa7448fab45,d1651d2f65e9428693a519450d5f321f,3,3,11,0
c26ae7f6e4004d36a959daa7448fab45,d538c2a9c6004cc3b62a2514ff7d24f5,2,3,-302,0
c26ae7f6e4004d36a959daa7448fab45,d8a02e7515a74c9998f997f6df75771d,1,1,45,0
c26ae7f6e4004d36a959daa7448fab45,d8c12f5115f843179f92f6a018e05dc8,2,2,-4,0
c26ae7f6e4004d36a959daa7448fab45,dc5e8bc347d747b0903d532e2eb2b2ab,1,1,4,0
c26ae7f6e4004d36a959daa7448fab45,e18a31353b7449269f22f20c5df9c811,1,2,-19,0
c26ae7f6e4004d36a959daa7448fab45,e42dc56d1f8d46ef902e3d38a93e0324,1,1,-280,0
c26ae7f6e4004d36a959daa7448fab45,ead01d2798b845a98cc82df187be0915,1,1,27,0
c26ae7f6e4004d36a959daa7448fab45,eb58bfe7027d4f70912c319251e6e417,1,1,16,0
c26ae7f6e4004d36a959daa7448fab45,f06cfae5902b4db099f1844f9dcad801,1,1,52,0
c26ae7f6e4004d36a959daa7448fab45,fbff5d65e2ba477286d4f60832b5cbe1,1,1,26,0
c26ae7f6e4004d36a959daa7448fab45,fe3586744a044afd9ae558cfbe4a9411,1,1,146,0
c27a52d0b32041258bbde2b2c3f4bed3,0704a9032b0b4dfebc92a428247b2a14,1,1,-47,0
c27a52d0b32041258bbde2b2c3f4bed3,0a5bddc1df4b49cf9b4d4ff1d9638cdd,10,10,-5,0
c27a52d0b32041258bbde2b2c3f4bed3,2bd1769f30ce460b8cf38f3b71207d38,1,1,-436,0
c27a52d0b32041258bbde2b2c3f4bed3,5c59b11e8d4847a68a4443a434cf2f17,1,1,-6,0
c27a52d0b32041258bbde2b2c3f4bed3,86193d19360e4d1ba4d2a964185432c2,1,1,-3,0
c27a52d0b32041258bbde2b2c3f4bed3,888985adac714a9cb381313224764f28,8,8,2,0
c27a52d0b32041258bbde2b2c3f4bed3,9231a448592847d9ac80a3bd679fa197,9,9,-1,0
c27a52d0b32041258bbde2b2c3f4bed3,c27a52d0b32041258bbde2b2c3f4bed3,166,535,0,1
c27a52d0b32041258bbde2b2c3f4bed3,cc54987f68af4caa9df3d330adde6008,141,143,1,0
c27a52d0b32041258bbde2b2c3f4bed3,d0ec956bd233479bb93664edfb8e1db9,2,2,-2,0
c31fb3fb9d2345daa85acc888c3a7722,05800c2e685141ecb48fe59b499d84b6,1,1,-343,0
c31fb3fb9d2345daa85acc888c3a7722,064f627c77a54926aac5e4c6b665a883,2,2,-272,0
c31fb3fb9d2345daa85acc888c3a7722,06b02d057d574f24a6cac30186bf0bf2,1,1,-340,0
c31fb3fb9d2345daa85acc888c3a7722,0704a9032b0b4dfebc92a428247b2a14,8,11,-250,0
c31fb3fb9d2345daa85acc888c3a7722,085d322fab7a4a70bb44caaf20312501,1,1,-183,0
c31fb3fb9d2345daa85acc888c3a7722,0da137981c784fff80a5768bc626dca7,4,4,-279,0
c31fb3fb9d2345daa85acc888c3a7722,0e9814b3e2a94eddae75b154afe501f3,5,5,-5,0
c31fb3fb9d2345daa85acc888c3a7722,1c264c5f7377466b9165af2037ec7924,8,8,-8,0
c31fb3fb9d2345daa85acc888c3a7722,1dc93dd0b4a4496884b7a642e928e9d2,2,2,11,0
c31fb3fb9d2345daa85acc888c3a7722,1f5002403e13485da7e7b1f5896e81ee,1,1,-499,0
c31fb3fb9d2345daa85acc888c3a7722,253c3d95e42f47a192997f25c3fd5881,2,2,45,0
c31fb3fb9d2345daa85acc888c3a7722,2bbb47defdd44b6e95be6aff50d550d1,2,2,-358,0
c31fb3fb9d2345daa85acc888c3a7722,4037cb08917c43238c4691dbe8895637,1,1,-461,0
c31fb3fb9d2345daa85acc888c3a7722,504d2512a7124c439fd2861dbf720058,1,1,-2,0
c31fb3fb9d2345daa85acc888c3a7722,578c2b6ddddd4e34af9d122be164f33c,1,1,-40,0
c31fb3fb9d2345daa85acc888c3a7722,5bdb6e60ab5c477f9244243bacb6c984,3,3,-646,0
c31fb3fb9d2345daa85acc888c3a7722,5cc9c5960b654f42829ef46a9c3a1444,1,1,-454,0
c31fb3fb9d2345daa85acc888c3a7722,5f4a737d4d744b21a68e7f81caaaa00c,1,1,-408,0
c31fb3fb9d2345daa85acc888c3a7722,66e3bd0917b64e4e96809be332b6d1a2,8,11,-4,0
c31fb3fb9d2345daa85acc888c3a7722,6b640336506d4155b1388785aab42fca,2,2,-538,0
c31fb3fb9d2345daa85acc888c3a7722,744dad1a12a449ebbfc22c507e1e0e1f,80,125,-1,0
c31fb3fb9d2345daa85acc888c3a7722,75140a4c4a7248179d04fa2a1ab985d5,1,1,-300,0
c31fb3fb9d2345daa85acc888c3a7722,7a1a2c4aab5241b785fdaf08add5fdf5,1,2,-296,0
c31fb3fb9d2345daa85acc888c3a7722,7afbe0f3ab05461ab5a3765ad3631052,1,1,-330,0
c31fb3fb9d2345daa85acc888c3a7722,805062b8b4664ff098462ad506b43de9,1,1,3,0
c31fb3fb9d2345daa85acc888c3a7722,915635f353604d5b93702e095abc84c5,3,3,-28,0
c31fb3fb9d2345daa85acc888c3a7722,a0764fe284df432a93f3c3633162d815,2,2,14,0
c31fb3fb9d2345daa85acc888c3a7722,a122be78c0d543548d7ba0efee3b9203,1,1,-6,0
c31fb3fb9d2345daa85acc888c3a7722,aa516ea305b74209ad16d2533b32050c,2,2,-350,0
c31fb3fb9d2345daa85acc888c3a7722,abe4cc1d66054dddbf408d5043f2921b,1,1,-45,0
c31fb3fb9d2345daa85acc888c3a7722,ad172c9eaecf4a59bba2238ca2bb3990,2,2,-265,0
c31fb3fb9d2345daa85acc888c3a7722,b44d071a81c142198d7e7ca14f5442f6,1,1,-541,0
c31fb3fb9d2345daa85acc888c3a7722,b87d7692f55a4b3fb61ec362d003f121,1,1,5,0
c31fb3fb9d2345daa85acc888c3a7722,bf82c8fce82849deb2c0c18f79aba303,1,1,-443,0
c31fb3fb9d2345daa85acc888c3a7722,c31fb3fb9d2345daa85acc888c3a7722,38,60,0,1
c31fb3fb9d2345daa85acc888c3a7722,c3a17ced051f48f9aecf9ed2dba5040e,47,81,1,0
c31fb3fb9d2345daa85acc888c3a7722,c9543052dcba40b58909ec53da262aaa,1,1,-466,0
c31fb3fb9d2345daa85acc888c3a7722,ca8aac0be163430e8baaad776c32ddd2,9,9,-281,0
c31fb3fb9d2345daa85acc888c3a7722,d1676d2cecee4010a1bfe838e2e963e0,1,2,-35,0
c31fb3fb9d2345daa85acc888c3a7722,d538c2a9c6004cc3b62a2514ff7d24f5,1,1,-701,0
c31fb3fb9d2345daa85acc888c3a7722,d5834a3d440842cfb49bd2ae4155ce16,1,1,8,0
c31fb3fb9d2345daa85acc888c3a7722,d8a02e7515a74c9998f997f6df75771d,1,1,-354,0
c31fb3fb9d2345daa85acc888c3a7722,e9bcc373b6ae4ec3abef5be040a02711,1,1,-247,0
c31fb3fb9d2345daa85acc888c3a7722,efad98624b054b5fbe2cc340e3df324d,1,1,-468,0
c31fb3fb9d2345daa85acc888c3a7722,f06cfae5902b4db099f1844f9dcad801,1,1,-347,0
c31fb3fb9d2345daa85acc888c3a7722,fcdcf1b84b5142cf842ab7f38837e052,1,1,6,0
c31fb3fb9d2345daa85acc888c3a7722,fd91554a3bf54ebdbf6ea67124fbd06c,10,10,2,0
c31fb3fb9d2345daa85acc888c3a7722,fee22a2f9dfa4fc5abd8a82aa14880ab,1,1,-43,0
c3a17ced051f48f9aecf9ed2dba5040e,043d02d4e89541cdb2c73ca0d2eca377,2,2,-626,0
c3a17ced051f48f9aecf9ed2dba5040e,04d85100616943f8a3d2b084f403ba5f,1,1,-703,0
c3a17ced051f48f9aecf9ed2dba5040e,064f627c77a54926aac5e4c6b665a883,3,3,-273,0
c3a17ced051f48f9aecf9ed2dba5040e,06b02d057d574f24a6cac30186bf0bf2,2,2,-341,0
c3a17ced051f48f9aecf9ed2dba5040e,0704a9032b0b4dfebc92a428247b2a14,4,4,-251,0
c3a17ced051f48f9aecf9ed2dba5040e,085d322fab7a4a70bb44caaf20312501,1,1,-184,0
c3a17ced051f48f9aecf9ed2dba5040e,0da137981c784fff80a5768bc626dca7,1,1,-280,0
c3a17ced051f48f9aecf9ed2dba5040e,0e9814b3e2a94eddae75b154afe501f3,16,17,-6,0
c3a17ced051f48f9aecf9ed2dba5040e,1c264c5f7377466b9165af2037ec7924,7,8,-9,0
c3a17ced051f48f9aecf9ed2dba5040e,1dc93dd0b4a4496884b7a642e928e9d2,2,3,10,0
c3a17ced051f48f9aecf9ed2dba5040e,1f5002403e13485da7e7b1f5896e81ee,1,1,-500,0
c3a17ced051f48f9aecf9ed2dba5040e,2126522cd4b94bd68b2999261978d881,1,1,-558,0
c3a17ced051f48f9aecf9ed2dba5040e,253c3d95e42f47a192997f25c3fd5881,17,17,44,0
c3a17ced051f48f9aecf9ed2dba5040e,284121c6292646548b8d11d26466f6b1,1,1,-35,0
c3a17ced051f48f9aecf9ed2dba5040e,2ad839c226ab44539d98e2a1e84e439f,1,2,-580,0
c3a17ced051f48f9aecf9ed2dba5040e,2aed08cdf76c457d88c9e15470bd6585,1,1,-22,0
c3a17ced051f48f9aecf9ed2dba5040e,2bbb47defdd44b6e95be6aff50d550d1,2,2,-359,0
c3a17ced051f48f9aecf9ed2dba5040e,2bd1769f30ce460b8cf38f3b71207d38,1,1,-640,0
c3a17ced051f48f9aecf9ed2dba5040e,2f6febb9f2514c06827aa6a4bfe1e69d,2,2,-697,0
c3a17ced051f48f9aecf9ed2dba5040e,3034ae6c80a540eaacf9b1ebab3a3b1f,1,1,-187,0
c3a17ced051f48f9aecf9ed2dba5040e,401ee1f6f3684be7b6124490f34adc5a,1,1,-707,0
c3a17ced051f48f9aecf9ed2dba5040e,4278a11746804def8e613a8a8da29a7c,1,1,-535,0
c3a17ced051f48f9aecf9ed2dba5040e,49bc2f8db38b47f9b378f26dde2a6e64,3,3,-572,0
c3a17ced051f48f9aecf9ed2dba5040e,504d2512a7124c439fd2861dbf720058,1,1,-3,0
c3a17ced051f48f9aecf9ed2dba5040e,50d4b24c0dfd4452a253ac7a61291669,6,6,-160,0
c3a17ced051f48f9aecf9ed2dba5040e,5515b1ce594c44018624eba452487dd8,1,1,-309,0
c3a17ced051f48f9aecf9ed2dba5040e,578c2b6ddddd4e34af9d122be164f33c,3,3,-41,0
c3a17ced051f48f9aecf9ed2dba5040e,57b361f6d4ca424299264c668e836e47,3,3,-333,0
c3a17ced051f48f9aecf9ed2dba5040e,5ae7b68dc9744a5884c22160bc8c133c,1,1,-10,0
c3a17ced051f48f9aecf9ed2dba5040e,5b42266d225e4a83bcf7833af7143417,1,1,43,0
c3a17ced051f48f9aecf9ed2dba5040e,5bdb6e60ab5c477f9244243bacb6c984,10,11,-647,0
c3a17ced051f48f9aecf9ed2dba5040e,5f4a737d4d744b21a68e7f81caaaa00c,1,1,-409,0
c3a17ced051f48f9aecf9ed2dba5040e,5fe15241fc4840f1a7fb294182265c39,2,4,-617,0
c3a17ced051f48f9aecf9ed2dba5040e,6223568957ad410cb2ab109abb9d7af1,1,1,19,0
c3a17ced051f48f9aecf9ed2dba5040e,658f04ca188c4b5a8e0c08160fd3e59d,3,3,-126,0
c3a17ced051f48f9aecf9ed2dba5040e,66e3bd0917b64e4e96809be332b6d1a2,36,43,-5,0
c3a17ced051f48f9aecf9ed2dba5040e,6a1b1998400e4f52aa3d3768633a7dd5,1,1,-255,0
c3a17ced051f48f9aecf9ed2dba5040e,6b640336506d4155b1388785aab42fca,4,4,-539,0
c3a17ced051f48f9aecf9ed2dba5040e,6c4de1af411a4fa49e43b982961edcab,4,4,-117,0
c3a17ced051f48f9aecf9ed2dba5040e,6cd09877abad444ea784fd60e2143286,1,1,-220,0
c3a17ced051f48f9aecf9ed2dba5040e,744dad1a12a449ebbfc22c507e1e0e1f,274,568,-2,0
c3a17ced051f48f9aecf9ed2dba5040e,7713838e40dc441cb6c177b4812abb79,1,1,3,0
c3a17ced051f48f9aecf9ed2dba5040e,7d262be6d9b74836b47447db1b70289d,1,1,45,0
c3a17ced051f48f9aecf9ed2dba5040e,7d62e87889ed4954bf9c388d171ee30a,1,1,-349,0
c3a17ced051f48f9aecf9ed2dba5040e,805062b8b4664ff098462ad506b43de9,8,14,2,0
c3a17ced051f48f9aecf9ed2dba5040e,82e497984e324a83912ffd710e782888,1,1,-109,0
c3a17ced051f48f9aecf9ed2dba5040e,84328e99640749658be2a3b14ca9c720,1,1,-69,0
c3a17ced051f48f9aecf9ed2dba5040e,8946402cfec84b0aa9abf2968a314b27,2,3,-110,0
c3a17ced051f48f9aecf9ed2dba5040e,894b7805c53e43eeb36ea338bf21fccd,1,1,-4,0
c3a17ced051f48f9aecf9ed2dba5040e,89f61d355af44e16ac1f9654029f89e0,2,2,-574,0
c3a17ced051f48f9aecf9ed2dba5040e,8a10cc79e71240fbbaef15137c988bf5,2,2,-526,0
c3a17ced051f48f9aecf9ed2dba5040e,8b1109f1bac740fc8974fb4eca386560,1,1,-593,0
c3a17ced051f48f9aecf9ed2dba5040e,8ecebe22b81a4779b6aa4c03baa79bb1,1,1,-257,0
c3a17ced051f48f9aecf9ed2dba5040e,8fa03b1b2994424a877f41676e31bb08,6,7,-115,0
c3a17ced051f48f9aecf9ed2dba5040e,93168ca1ec6a4944b57d75ac98797c0b,1,1,-342,0
c3a17ced051f48f9aecf9ed2dba5040e,a063f4538e8b46aabb433ddc9809b59e,1,3,-156,0
c3a17ced051f48f9aecf9ed2dba5040e,a0764fe284df432a93f3c3633162d815,3,3,13,0
c3a17ced051f48f9aecf9ed2dba5040e,a122be78c0d543548d7ba0efee3b9203,3,4,-7,0
c3a17ced051f48f9aecf9ed2dba5040e,a27e6ccbd699476c823afe67c91324cf,2,2,-268,0
c3a17ced051f48f9aecf9ed2dba5040e,a67aaef4c52642538086867a9ff4ba99,1,1,-130,0
c3a17ced051f48f9aecf9ed2dba5040e,abd495a6f2e348afae1693f8b5b81259,1,1,-135,0
c3a17ced051f48f9aecf9ed2dba5040e,abe4cc1d66054dddbf408d5043f2921b,2,2,-46,0
c3a17ced051f48f9aecf9ed2dba5040e,ad02db4c9df74936a7ecf964b1697197,1,1,-336,0
c3a17ced051f48f9aecf9ed2dba5040e,ae627b44a7064a9e985818bca3168aca,6,7,8,0
c3a17ced051f48f9aecf9ed2dba5040e,aedac84ad12f487db1c88dbe3c82abde,2,2,-513,0
c3a17ced051f48f9aecf9ed2dba5040e,b31aa53037a74719ba3eb845306e4374,1,1,-302,0
c3a17ced051f48f9aecf9ed2dba5040e,b417ce5230004e449eb68bbbca8930d9,1,1,-505,0
c3a17ced051f48f9aecf9ed2dba5040e,b44d071a81c142198d7e7ca14f5442f6,1,1,-542,0
c3a17ced051f48f9aecf9ed2dba5040e,b493f3f110234cfdabab9fc55ba06661,1,1,-388,0
c3a17ced051f48f9aecf9ed2dba5040e,b87d7692f55a4b3fb61ec362d003f121,17,17,4,0
c3a17ced051f48f9aecf9ed2dba5040e,bfdcc71b035149749d2febc1609b36b7,3,3,42,0
c3a17ced051f48f9aecf9ed2dba5040e,c31fb3fb9d2345daa85acc888c3a7722,35,51,-1,0
c3a17ced051f48f9aecf9ed2dba5040e,c3a17ced051f48f9aecf9ed2dba5040e,358,3362,0,1
