source,target,stds,weight_c,dis,sl
39d452015e8545798e59a5722b3926e6,334c250757224648b03c5fcdc8ab25b4,1,1,-72,0
39d452015e8545798e59a5722b3926e6,39d452015e8545798e59a5722b3926e6,16,17,0,1
39d452015e8545798e59a5722b3926e6,4037cb08917c43238c4691dbe8895637,1,1,18,0
39d452015e8545798e59a5722b3926e6,49bc2f8db38b47f9b378f26dde2a6e64,1,1,-92,0
39d452015e8545798e59a5722b3926e6,53e13f644d1f4c73ba7f5bfd8020e71f,1,1,-218,0
39d452015e8545798e59a5722b3926e6,57aea84c635d4c42bdea24fcad7ddc04,1,1,6,0
39d452015e8545798e59a5722b3926e6,5bdb6e60ab5c477f9244243bacb6c984,1,1,-167,0
39d452015e8545798e59a5722b3926e6,5f4a737d4d744b21a68e7f81caaaa00c,1,1,71,0
39d452015e8545798e59a5722b3926e6,6125768f1d5e42fb883dbc1aaa84223c,5,5,-2,0
39d452015e8545798e59a5722b3926e6,61856830155142bcaeace6aa59bd78ff,60,70,-6,0
39d452015e8545798e59a5722b3926e6,6209866a51f94d1982106374115c7594,1,1,219,0
39d452015e8545798e59a5722b3926e6,66062755e4fd44e988f9260830023061,1,1,472,0
39d452015e8545798e59a5722b3926e6,664871c85f90481e8ce08ed81e13204f,1,1,33,0
39d452015e8545798e59a5722b3926e6,66e3bd0917b64e4e96809be332b6d1a2,1,1,475,0
39d452015e8545798e59a5722b3926e6,6b640336506d4155b1388785aab42fca,1,1,-59,0
39d452015e8545798e59a5722b3926e6,7caa315a66164f50bd8b97b0f43dba18,13,13,7,0
39d452015e8545798e59a5722b3926e6,861189817e874a78b48adb13db4dd352,835,1462,1,0
39d452015e8545798e59a5722b3926e6,89f61d355af44e16ac1f9654029f89e0,1,1,-94,0
39d452015e8545798e59a5722b3926e6,aef4930d74cd48de8d774741083e54bc,2,2,8,0
39d452015e8545798e59a5722b3926e6,b47999fa192a4c07897ef0655c1f458f,1,1,-56,0
39d452015e8545798e59a5722b3926e6,c15d118c7742410aa670b99d4f796785,1,1,9,0
39d452015e8545798e59a5722b3926e6,c9543052dcba40b58909ec53da262aaa,1,1,13,0
39d452015e8545798e59a5722b3926e6,d02f35406ea04ba3a7720453a1f354cc,1,1,-88,0
39d452015e8545798e59a5722b3926e6,d4351e91190f4e08b308ceb76aa5cf06,5,5,10,0
39d452015e8545798e59a5722b3926e6,d538c2a9c6004cc3b62a2514ff7d24f5,1,1,-222,0
39d452015e8545798e59a5722b3926e6,dd6d0ae279474847af7841a0c0b4d5a5,1,1,-87,0
39d452015e8545798e59a5722b3926e6,efad98624b054b5fbe2cc340e3df324d,3,3,11,0
39d452015e8545798e59a5722b3926e6,f1bcf42b778e4691b9e5823e206a61a3,1,1,112,0
39d452015e8545798e59a5722b3926e6,f732776055a94d8d8fd501519588bcc8,1,1,-12,0
3a32d27772ce468e941a09b8dd76aec3,03b3a59fd4b5420b8096f9a4f032651c,1,1,143,0
3a32d27772ce468e941a09b8dd76aec3,05800c2e685141ecb48fe59b499d84b6,5,5,-19,0
3a32d27772ce468e941a09b8dd76aec3,064f627c77a54926aac5e4c6b665a883,4,4,52,0
3a32d27772ce468e941a09b8dd76aec3,0704a9032b0b4dfebc92a428247b2a14,30,34,74,0
3a32d27772ce468e941a09b8dd76aec3,085d322fab7a4a70bb44caaf20312501,3,3,141,0
3a32d27772ce468e941a09b8dd76aec3,0956212ccaac4df68948e45a10dbb1d4,111,119,2,0
3a32d27772ce468e941a09b8dd76aec3,0a5bddc1df4b49cf9b4d4ff1d9638cdd,2,2,116,0
3a32d27772ce468e941a09b8dd76aec3,0cd55e8d087d4dd7b4abe0c9eeb53ee9,1,1,-198,0
3a32d27772ce468e941a09b8dd76aec3,0e554069f4c04108abd5c2b1e02bb8df,1,1,21,0
3a32d27772ce468e941a09b8dd76aec3,17d557337c9c42d3b5b9b1220d2a8b07,120,122,4,0
3a32d27772ce468e941a09b8dd76aec3,1c264c5f7377466b9165af2037ec7924,7,7,316,0
3a32d27772ce468e941a09b8dd76aec3,1c671d329ded428288dd93458a0a2667,2,2,-27,0
3a32d27772ce468e941a09b8dd76aec3,1dc93dd0b4a4496884b7a642e928e9d2,2,2,335,0
3a32d27772ce468e941a09b8dd76aec3,1f5002403e13485da7e7b1f5896e81ee,4,5,-175,0
3a32d27772ce468e941a09b8dd76aec3,1ff6b4f89e7f4b1dbdc83ee7f44f1acd,1,1,86,0
3a32d27772ce468e941a09b8dd76aec3,202fe760f26e4bd7a5a9cd1926e3f678,1,1,48,0
3a32d27772ce468e941a09b8dd76aec3,2126522cd4b94bd68b2999261978d881,10,10,-233,0
3a32d27772ce468e941a09b8dd76aec3,22b9e7f1eabc4cb28d8af1feaa0bc27d,3,3,30,0
3a32d27772ce468e941a09b8dd76aec3,253c3d95e42f47a192997f25c3fd5881,1,1,369,0
3a32d27772ce468e941a09b8dd76aec3,26772bf1f08f4f96ab44e6007c4c6976,4,4,-220,0
3a32d27772ce468e941a09b8dd76aec3,2855e7a0df954abaa30be35826f21bbc,35,38,7,0
3a32d27772ce468e941a09b8dd76aec3,3034ae6c80a540eaacf9b1ebab3a3b1f,5,5,138,0
3a32d27772ce468e941a09b8dd76aec3,334c250757224648b03c5fcdc8ab25b4,3,3,-227,0
3a32d27772ce468e941a09b8dd76aec3,33e3d11404154320b5548507b3627617,1,1,19,0
3a32d27772ce468e941a09b8dd76aec3,35fb6234757c420ea8007b976a49044a,4,4,-226,0
3a32d27772ce468e941a09b8dd76aec3,3a32d27772ce468e941a09b8dd76aec3,111,232,0,1
3a32d27772ce468e941a09b8dd76aec3,3afe32e3c5f44b57b5f8967bc386bc1d,1,1,164,0
3a32d27772ce468e941a09b8dd76aec3,3bc7c0a659644f1994fb732fdb44695c,2,2,22,0
3a32d27772ce468e941a09b8dd76aec3,45fb3c2b451642e89378499970aaaf15,1,1,41,0
3a32d27772ce468e941a09b8dd76aec3,49bc2f8db38b47f9b378f26dde2a6e64,1,1,-247,0
3a32d27772ce468e941a09b8dd76aec3,4c6bbce728d64d46b615252950aa99c5,1,1,10,0
3a32d27772ce468e941a09b8dd76aec3,4e2af15f0e154332990f5c331e2c073a,2,2,27,0
3a32d27772ce468e941a09b8dd76aec3,50d4b24c0dfd4452a253ac7a61291669,3,3,165,0
3a32d27772ce468e941a09b8dd76aec3,519ecd71e1c5481cba184e5d6ed7f2ac,15,17,3,0
3a32d27772ce468e941a09b8dd76aec3,5515b1ce594c44018624eba452487dd8,1,1,16,0
3a32d27772ce468e941a09b8dd76aec3,5622fd7038e945cfa1f8a70e3b908155,6,6,130,0
3a32d27772ce468e941a09b8dd76aec3,577e63c5db5f4ce08d3b9fd4bc253192,104,126,6,0
3a32d27772ce468e941a09b8dd76aec3,578c2b6ddddd4e34af9d122be164f33c,1,1,284,0
3a32d27772ce468e941a09b8dd76aec3,57b361f6d4ca424299264c668e836e47,231,329,-8,0
3a32d27772ce468e941a09b8dd76aec3,5a6ade785e5944dc9bba9be67da62d09,1,1,-7,0
3a32d27772ce468e941a09b8dd76aec3,5b07632f8a4b448a97fc1841e9822fa4,595,674,1,0
3a32d27772ce468e941a09b8dd76aec3,5bdb6e60ab5c477f9244243bacb6c984,4,4,-322,0
3a32d27772ce468e941a09b8dd76aec3,5bf5e2b4dc7542a7a5ccf3afb1e9e3c0,93,102,5,0
3a32d27772ce468e941a09b8dd76aec3,5c59b11e8d4847a68a4443a434cf2f17,25,25,115,0
3a32d27772ce468e941a09b8dd76aec3,5f4a737d4d744b21a68e7f81caaaa00c,2,2,-84,0
3a32d27772ce468e941a09b8dd76aec3,5fe15241fc4840f1a7fb294182265c39,1,2,-292,0
3a32d27772ce468e941a09b8dd76aec3,611f718731804acf8b5f757f24bcdf64,2,2,34,0
3a32d27772ce468e941a09b8dd76aec3,61decba0ba3048cb9d65cb40780a72df,1,1,67,0
3a32d27772ce468e941a09b8dd76aec3,65596489f9b542e490757e53a60af97c,3,3,-10,0
3a32d27772ce468e941a09b8dd76aec3,66e3bd0917b64e4e96809be332b6d1a2,2,2,320,0
3a32d27772ce468e941a09b8dd76aec3,67aa56ef4f504d889c6068052bab302b,1,1,-230,0
3a32d27772ce468e941a09b8dd76aec3,68b3713115dd4c98b9624b7acaf64860,1,1,356,0
3a32d27772ce468e941a09b8dd76aec3,6a3fd2c28384465589f148598410fbdd,1,1,39,0
3a32d27772ce468e941a09b8dd76aec3,6c4de1af411a4fa49e43b982961edcab,4,4,208,0
3a32d27772ce468e941a09b8dd76aec3,7398973828164aa58f9df6c44e23c217,1,1,124,0
3a32d27772ce468e941a09b8dd76aec3,744dad1a12a449ebbfc22c507e1e0e1f,2,2,323,0
3a32d27772ce468e941a09b8dd76aec3,7475f0990c0f4eb29465ce90105f9e69,1,1,231,0
3a32d27772ce468e941a09b8dd76aec3,75140a4c4a7248179d04fa2a1ab985d5,2,2,24,0
3a32d27772ce468e941a09b8dd76aec3,797a6e6ad6a9498396d577b377aec258,1,1,35,0
3a32d27772ce468e941a09b8dd76aec3,7a1a2c4aab5241b785fdaf08add5fdf5,3,3,28,0
3a32d27772ce468e941a09b8dd76aec3,7a2bcd65cf024f3684c99f341cb74362,1,1,-5,0
3a32d27772ce468e941a09b8dd76aec3,7afbe0f3ab05461ab5a3765ad3631052,252,470,-6,0
3a32d27772ce468e941a09b8dd76aec3,7d04272687d34281b60b3377d46cd231,1,1,-56,0
3a32d27772ce468e941a09b8dd76aec3,7d262be6d9b74836b47447db1b70289d,1,1,370,0
3a32d27772ce468e941a09b8dd76aec3,7d62e87889ed4954bf9c388d171ee30a,1,1,-24,0
3a32d27772ce468e941a09b8dd76aec3,816859832b434afe828f482770a8052c,2,2,75,0
3a32d27772ce468e941a09b8dd76aec3,82e497984e324a83912ffd710e782888,1,1,216,0
3a32d27772ce468e941a09b8dd76aec3,83573e9d567b4ab8bd842c9b84cd51a3,1,1,146,0
3a32d27772ce468e941a09b8dd76aec3,84328e99640749658be2a3b14ca9c720,1,1,256,0
3a32d27772ce468e941a09b8dd76aec3,8623fd98364040069d25c8e158c77fff,1,1,-77,0
3a32d27772ce468e941a09b8dd76aec3,86ec6deb59e74e3fbe85c975ab09e4fe,1,1,-25,0
3a32d27772ce468e941a09b8dd76aec3,888985adac714a9cb381313224764f28,3,3,123,0
3a32d27772ce468e941a09b8dd76aec3,8946402cfec84b0aa9abf2968a314b27,1,1,215,0
3a32d27772ce468e941a09b8dd76aec3,89f61d355af44e16ac1f9654029f89e0,1,1,-249,0
3a32d27772ce468e941a09b8dd76aec3,8a10cc79e71240fbbaef15137c988bf5,4,4,-201,0
3a32d27772ce468e941a09b8dd76aec3,8b88b65b13a6434c86a069af38d754e9,1,1,20,0
3a32d27772ce468e941a09b8dd76aec3,8c4a58a7b5a2403196ecafec131b732a,1,1,103,0
3a32d27772ce468e941a09b8dd76aec3,8feb7788f1184ed2ad654a08738e6e3b,1,1,-126,0
3a32d27772ce468e941a09b8dd76aec3,915635f353604d5b93702e095abc84c5,2,2,296,0
3a32d27772ce468e941a09b8dd76aec3,916c4d42d9ae47d5bff2c22d55e56769,3,3,26,0
3a32d27772ce468e941a09b8dd76aec3,9269d78b31de4957afa1c5a67f81edc1,1,1,135,0
3a32d27772ce468e941a09b8dd76aec3,93168ca1ec6a4944b57d75ac98797c0b,2,2,-17,0
3a32d27772ce468e941a09b8dd76aec3,9c1bc5b9b4c244958983e8a5789f84ed,1,1,69,0
3a32d27772ce468e941a09b8dd76aec3,9e07d9bd17d84172858e4e2d7c7f3e4b,1,1,-261,0
3a32d27772ce468e941a09b8dd76aec3,a0d6d2f7082b4433804bd300cdc2ccd8,1,1,229,0
3a32d27772ce468e941a09b8dd76aec3,aa516ea305b74209ad16d2533b32050c,7,7,-26,0
3a32d27772ce468e941a09b8dd76aec3,abdacc6701224360a3f86b8be3f366bf,1,1,47,0
3a32d27772ce468e941a09b8dd76aec3,abe4cc1d66054dddbf408d5043f2921b,2,2,279,0
3a32d27772ce468e941a09b8dd76aec3,ad02db4c9df74936a7ecf964b1697197,18,19,-11,0
3a32d27772ce468e941a09b8dd76aec3,ad172c9eaecf4a59bba2238ca2bb3990,1,1,59,0
3a32d27772ce468e941a09b8dd76aec3,aedac84ad12f487db1c88dbe3c82abde,1,1,-188,0
3a32d27772ce468e941a09b8dd76aec3,b302b1e3680b47bcb5aea5e985dcd0ce,1,1,11,0
3a32d27772ce468e941a09b8dd76aec3,b31aa53037a74719ba3eb845306e4374,8,8,23,0
3a32d27772ce468e941a09b8dd76aec3,b44d071a81c142198d7e7ca14f5442f6,1,1,-217,0
3a32d27772ce468e941a09b8dd76aec3,b8083104495b401ca2dbf89321e3ebbc,1,1,152,0
3a32d27772ce468e941a09b8dd76aec3,b87d7692f55a4b3fb61ec362d003f121,1,1,329,0
3a32d27772ce468e941a09b8dd76aec3,b8e69ef94fbb4d51b4a8420c4ba7d94c,1,1,14,0
3a32d27772ce468e941a09b8dd76aec3,c0c126b664f740499c53acc71fe44eae,1,1,244,0
3a32d27772ce468e941a09b8dd76aec3,c3dc70e138fc4f9a8ef62602347dfd2d,413,827,9,0
3a32d27772ce468e941a09b8dd76aec3,c505ffe96440456486dad0a5e505231f,1,1,80,0
3a32d27772ce468e941a09b8dd76aec3,c7a55c2d904f4b8aaa08c674763cbfa8,1,1,113,0
3a32d27772ce468e941a09b8dd76aec3,c9543052dcba40b58909ec53da262aaa,1,1,-142,0
3a32d27772ce468e941a09b8dd76aec3,ca8aac0be163430e8baaad776c32ddd2,2,2,43,0
3a32d27772ce468e941a09b8dd76aec3,cb0c056dda254d9899f7baf8ab1786d3,1,1,209,0
3a32d27772ce468e941a09b8dd76aec3,cee509fdc136413c8c3e182d487c2b86,17,18,-12,0
3a32d27772ce468e941a09b8dd76aec3,d02f35406ea04ba3a7720453a1f354cc,1,1,-243,0
3a32d27772ce468e941a09b8dd76aec3,d1676d2cecee4010a1bfe838e2e963e0,1,1,289,0
3a32d27772ce468e941a09b8dd76aec3,d23d538bd3694cc6bbb62edb0f8e5c40,3,3,162,0
3a32d27772ce468e941a09b8dd76aec3,d4351e91190f4e08b308ceb76aa5cf06,1,1,-145,0
3a32d27772ce468e941a09b8dd76aec3,d538c2a9c6004cc3b62a2514ff7d24f5,3,3,-377,0
3a32d27772ce468e941a09b8dd76aec3,d5834a3d440842cfb49bd2ae4155ce16,1,1,332,0
3a32d27772ce468e941a09b8dd76aec3,d8a02e7515a74c9998f997f6df75771d,3,4,-30,0
3a32d27772ce468e941a09b8dd76aec3,de6931cbf03f4c25a93022f69f40e59d,64,77,17,0
3a32d27772ce468e941a09b8dd76aec3,dfa2734715da48a083fe836252dac452,1,1,63,0
3a32d27772ce468e941a09b8dd76aec3,e5954595bfc54050acf59b57a9ac4abe,1,2,163,0
3a32d27772ce468e941a09b8dd76aec3,e7abd2f43d3449158e43fe0b29547709,5,6,140,0
3a32d27772ce468e941a09b8dd76aec3,e9bcc373b6ae4ec3abef5be040a02711,4,4,77,0
3a32d27772ce468e941a09b8dd76aec3,ea676035d8d84252b7c2c117a74dfe5d,1,1,-375,0
3a32d27772ce468e941a09b8dd76aec3,ecff6625c4cb4231ab1992e5411e02e0,1,1,156,0
3a32d27772ce468e941a09b8dd76aec3,f06cfae5902b4db099f1844f9dcad801,6,6,-23,0
3a32d27772ce468e941a09b8dd76aec3,f0e8270c2e6d4b9093c9d434401f1080,58,67,8,0
3a32d27772ce468e941a09b8dd76aec3,f151b1920ab84738857f2e5a6ccdff85,3,4,-18,0
3a32d27772ce468e941a09b8dd76aec3,f5a6533820e946beacbefa8eb7a9c063,6,6,78,0
3a32d27772ce468e941a09b8dd76aec3,fd91554a3bf54ebdbf6ea67124fbd06c,1,1,326,0
3a32d27772ce468e941a09b8dd76aec3,fe3586744a044afd9ae558cfbe4a9411,1,1,71,0
3a32d27772ce468e941a09b8dd76aec3,fff3e875d114460785d458c9a20db4c4,1,1,-1,0
3a515431ad5d4619b97924675284a684,064f627c77a54926aac5e4c6b665a883,6,7,-6,0
3a515431ad5d4619b97924675284a684,0704a9032b0b4dfebc92a428247b2a14,13,17,16,0
3a515431ad5d4619b97924675284a684,085d322fab7a4a70bb44caaf20312501,1,1,83,0
3a515431ad5d4619b97924675284a684,0da137981c784fff80a5768bc626dca7,5,5,-13,0
3a515431ad5d4619b97924675284a684,0e9814b3e2a94eddae75b154afe501f3,1,1,261,0
3a515431ad5d4619b97924675284a684,1c264c5f7377466b9165af2037ec7924,3,3,258,0
3a515431ad5d4619b97924675284a684,202fe760f26e4bd7a5a9cd1926e3f678,2,2,-10,0
3a515431ad5d4619b97924675284a684,2bbb47defdd44b6e95be6aff50d550d1,1,1,-92,0
3a515431ad5d4619b97924675284a684,3a32d27772ce468e941a09b8dd76aec3,1,1,-58,0
3a515431ad5d4619b97924675284a684,3a515431ad5d4619b97924675284a684,571,2477,0,1
3a515431ad5d4619b97924675284a684,45fb3c2b451642e89378499970aaaf15,2,2,-17,0
3a515431ad5d4619b97924675284a684,57b361f6d4ca424299264c668e836e47,2,2,-66,0
3a515431ad5d4619b97924675284a684,5982f524a99e420f8aeee7d90187dd55,1,1,-73,0
3a515431ad5d4619b97924675284a684,5b303a0f1b8c4aa4be49f74f2fc89c9e,1,1,-271,0
3a515431ad5d4619b97924675284a684,5bdb6e60ab5c477f9244243bacb6c984,1,1,-380,0
3a515431ad5d4619b97924675284a684,5c59b11e8d4847a68a4443a434cf2f17,1,1,57,0
3a515431ad5d4619b97924675284a684,5f4a737d4d744b21a68e7f81caaaa00c,1,1,-142,0
3a515431ad5d4619b97924675284a684,6a3fd2c28384465589f148598410fbdd,1,1,-19,0
3a515431ad5d4619b97924675284a684,6b640336506d4155b1388785aab42fca,1,1,-272,0
3a515431ad5d4619b97924675284a684,744dad1a12a449ebbfc22c507e1e0e1f,2,2,265,0
3a515431ad5d4619b97924675284a684,75140a4c4a7248179d04fa2a1ab985d5,1,1,-34,0
3a515431ad5d4619b97924675284a684,7afbe0f3ab05461ab5a3765ad3631052,3,3,-64,0
3a515431ad5d4619b97924675284a684,805062b8b4664ff098462ad506b43de9,1,1,269,0
3a515431ad5d4619b97924675284a684,8a10cc79e71240fbbaef15137c988bf5,1,1,-259,0
3a515431ad5d4619b97924675284a684,8fba3f66ee7a4a218d411662d248a54d,2,2,-16,0
3a515431ad5d4619b97924675284a684,9c1bc5b9b4c244958983e8a5789f84ed,1,1,11,0
3a515431ad5d4619b97924675284a684,a122be78c0d543548d7ba0efee3b9203,1,1,260,0
3a515431ad5d4619b97924675284a684,a27e6ccbd699476c823afe67c91324cf,415,462,-1,0
3a515431ad5d4619b97924675284a684,a67aaef4c52642538086867a9ff4ba99,1,1,137,0
3a515431ad5d4619b97924675284a684,aa516ea305b74209ad16d2533b32050c,1,1,-84,0
3a515431ad5d4619b97924675284a684,abdacc6701224360a3f86b8be3f366bf,2,2,-11,0
3a515431ad5d4619b97924675284a684,ad172c9eaecf4a59bba2238ca2bb3990,282,293,1,0
3a515431ad5d4619b97924675284a684,b4b721ff8e98417a9ffd504f445c8998,64,64,2,0
3a515431ad5d4619b97924675284a684,c26ae7f6e4004d36a959daa7448fab45,1,1,-133,0
3a515431ad5d4619b97924675284a684,ca8aac0be163430e8baaad776c32ddd2,2,2,-15,0
3a515431ad5d4619b97924675284a684,d9dd2a4989284d94b66c5a100745f102,2,2,3,0
3a515431ad5d4619b97924675284a684,dfa2734715da48a083fe836252dac452,1,1,5,0
3a515431ad5d4619b97924675284a684,e588e625f78049a5aed0c685e1fc9500,1,1,-12,0
3a515431ad5d4619b97924675284a684,f5a6533820e946beacbefa8eb7a9c063,1,1,20,0
3a554abb22514705b007afaefd8b4dbe,161d2152d71f49ba83c179bd4e9776a9,1,1,3,0
3a554abb22514705b007afaefd8b4dbe,26772bf1f08f4f96ab44e6007c4c6976,1,1,-128,0
3a554abb22514705b007afaefd8b4dbe,2bbb47defdd44b6e95be6aff50d550d1,2,2,58,0
3a554abb22514705b007afaefd8b4dbe,3a554abb22514705b007afaefd8b4dbe,671,3050,0,1
3a554abb22514705b007afaefd8b4dbe,497ff981f4384b3897c43a1b51306d5d,2,2,-15,0
3a554abb22514705b007afaefd8b4dbe,4e2af15f0e154332990f5c331e2c073a,1,1,119,0
3a554abb22514705b007afaefd8b4dbe,546eff2213874a0cbc23226674b6f319,2,2,-3,0
3a554abb22514705b007afaefd8b4dbe,5cc9c5960b654f42829ef46a9c3a1444,1,1,-38,0
3a554abb22514705b007afaefd8b4dbe,5f4a737d4d744b21a68e7f81caaaa00c,34,34,8,0
3a554abb22514705b007afaefd8b4dbe,60fdad9fc19541e3b135991de184af75,1,1,55,0
3a554abb22514705b007afaefd8b4dbe,64b053502090498e8d5288c1c54d446c,1,1,1,0
3a554abb22514705b007afaefd8b4dbe,6d9d7fa80bb24111ac8b77071d6b072d,1,1,12,0
3a554abb22514705b007afaefd8b4dbe,9e71015683e549b5b13c178144b1531f,2,2,-5,0
3a554abb22514705b007afaefd8b4dbe,a53b7c4751e54b6ba92d7d717d7832b4,632,704,2,0
3a554abb22514705b007afaefd8b4dbe,aedac84ad12f487db1c88dbe3c82abde,1,1,-96,0
3a554abb22514705b007afaefd8b4dbe,bd6795cfc41241159ab06425ce1bf3d7,4,4,14,0
3a554abb22514705b007afaefd8b4dbe,bf82c8fce82849deb2c0c18f79aba303,3,3,-27,0
3a554abb22514705b007afaefd8b4dbe,c559d7857b074363b531f217af72e550,5,5,-4,0
3a554abb22514705b007afaefd8b4dbe,c7f66c9d94af4eb79199eb210b254651,16,16,6,0
3a554abb22514705b007afaefd8b4dbe,c9543052dcba40b58909ec53da262aaa,1,1,-50,0
3a554abb22514705b007afaefd8b4dbe,d8a02e7515a74c9998f997f6df75771d,1,1,62,0
3a554abb22514705b007afaefd8b4dbe,d8c12f5115f843179f92f6a018e05dc8,39,39,13,0
3a554abb22514705b007afaefd8b4dbe,e18a31353b7449269f22f20c5df9c811,8,8,-2,0
3a554abb22514705b007afaefd8b4dbe,efad98624b054b5fbe2cc340e3df324d,1,1,-52,0
3a554abb22514705b007afaefd8b4dbe,f1bcf42b778e4691b9e5823e206a61a3,1,1,49,0
3a554abb22514705b007afaefd8b4dbe,f5370532182c49ceb5391472d9b0ecdf,13,13,-1,0
3afe32e3c5f44b57b5f8967bc386bc1d,0704a9032b0b4dfebc92a428247b2a14,2,4,-90,0
3afe32e3c5f44b57b5f8967bc386bc1d,0e9814b3e2a94eddae75b154afe501f3,1,1,155,0
3afe32e3c5f44b57b5f8967bc386bc1d,1c264c5f7377466b9165af2037ec7924,1,1,152,0
3afe32e3c5f44b57b5f8967bc386bc1d,578c2b6ddddd4e34af9d122be164f33c,1,1,120,0
3afe32e3c5f44b57b5f8967bc386bc1d,57b361f6d4ca424299264c668e836e47,1,1,-172,0
3afe32e3c5f44b57b5f8967bc386bc1d,6a3fd2c28384465589f148598410fbdd,1,1,-125,0
3afe32e3c5f44b57b5f8967bc386bc1d,744dad1a12a449ebbfc22c507e1e0e1f,1,1,159,0
3afe32e3c5f44b57b5f8967bc386bc1d,e5954595bfc54050acf59b57a9ac4abe,1,1,-1,0
3afe32e3c5f44b57b5f8967bc386bc1d,fd91554a3bf54ebdbf6ea67124fbd06c,1,1,162,0
3b4a95cbe05a4f9eb146b42e2744f820,0704a9032b0b4dfebc92a428247b2a14,1,1,192,0
3b4a95cbe05a4f9eb146b42e2744f820,2bbb47defdd44b6e95be6aff50d550d1,1,1,84,0
3b4a95cbe05a4f9eb146b42e2744f820,30aea0ab9d50468387ce90b94ce24b88,4,4,4,0
3b4a95cbe05a4f9eb146b42e2744f820,3b4a95cbe05a4f9eb146b42e2744f820,2,2,0,1
3b4a95cbe05a4f9eb146b42e2744f820,8feb7788f1184ed2ad654a08738e6e3b,1,1,-8,0
3b4a95cbe05a4f9eb146b42e2744f820,ba8fc22784274180b82fd5ce5c8fcfa5,13,13,1,0
3b4a95cbe05a4f9eb146b42e2744f820,bf82c8fce82849deb2c0c18f79aba303,4,6,-1,0
3b4a95cbe05a4f9eb146b42e2744f820,e784ed97530e489e8c66e605160dae31,1,1,7,0
3b80b63e802243169ed3dc0ceba87a81,0552f7dc52d14cf5b15daed9c4229342,25,26,-5,0
3b80b63e802243169ed3dc0ceba87a81,0704a9032b0b4dfebc92a428247b2a14,1,1,264,0
3b80b63e802243169ed3dc0ceba87a81,0cd55e8d087d4dd7b4abe0c9eeb53ee9,21,21,-8,0
3b80b63e802243169ed3dc0ceba87a81,151ff258d4a74e6dbe9efde0ce31b457,72,72,-4,0
3b80b63e802243169ed3dc0ceba87a81,2a07f16983744ee4b619e6822558732e,20,21,-1,0
3b80b63e802243169ed3dc0ceba87a81,2f6febb9f2514c06827aa6a4bfe1e69d,1,1,-182,0
3b80b63e802243169ed3dc0ceba87a81,3b80b63e802243169ed3dc0ceba87a81,871,1830,0,1
3b80b63e802243169ed3dc0ceba87a81,4278a11746804def8e613a8a8da29a7c,1,1,-20,0
3b80b63e802243169ed3dc0ceba87a81,43334af9e23541758eae3f163f0233ca,2,2,-7,0
3b80b63e802243169ed3dc0ceba87a81,44a09f185c624f388d29e488f28999d2,1,1,3,0
3b80b63e802243169ed3dc0ceba87a81,4ddee52f520141a192396264e12e939c,5,5,-2,0
3b80b63e802243169ed3dc0ceba87a81,631404452a894b47949846af85b65a75,1,1,-12,0
3b80b63e802243169ed3dc0ceba87a81,6b640336506d4155b1388785aab42fca,1,1,-24,0
3b80b63e802243169ed3dc0ceba87a81,7475f0990c0f4eb29465ce90105f9e69,1,1,421,0
3b80b63e802243169ed3dc0ceba87a81,750c556f3cae4c2db33e983c7c72db60,652,667,1,0
3b80b63e802243169ed3dc0ceba87a81,8a10cc79e71240fbbaef15137c988bf5,51,52,-11,0
3b80b63e802243169ed3dc0ceba87a81,aedac84ad12f487db1c88dbe3c82abde,19,21,2,0
3b80b63e802243169ed3dc0ceba87a81,c1e3057887ae4756b3983ee71103080a,33,34,-3,0
3b80b63e802243169ed3dc0ceba87a81,c9543052dcba40b58909ec53da262aaa,1,1,48,0
3b80b63e802243169ed3dc0ceba87a81,d1651d2f65e9428693a519450d5f321f,1,1,126,0
3b80b63e802243169ed3dc0ceba87a81,d6f5e62f53b24133ad80b6ae4fbb1c67,13,13,-10,0
3b80b63e802243169ed3dc0ceba87a81,efad98624b054b5fbe2cc340e3df324d,1,1,46,0
3b8342fbe7e1473ba44ee109673c5f1c,064f627c77a54926aac5e4c6b665a883,53,54,-3,0
3b8342fbe7e1473ba44ee109673c5f1c,06b02d057d574f24a6cac30186bf0bf2,1,1,-71,0
3b8342fbe7e1473ba44ee109673c5f1c,0704a9032b0b4dfebc92a428247b2a14,1,1,19,0
3b8342fbe7e1473ba44ee109673c5f1c,0da137981c784fff80a5768bc626dca7,13,13,-10,0
3b8342fbe7e1473ba44ee109673c5f1c,202fe760f26e4bd7a5a9cd1926e3f678,21,21,-7,0
3b8342fbe7e1473ba44ee109673c5f1c,3a515431ad5d4619b97924675284a684,1,1,3,0
3b8342fbe7e1473ba44ee109673c5f1c,3b8342fbe7e1473ba44ee109673c5f1c,763,2166,0,1
3b8342fbe7e1473ba44ee109673c5f1c,3e3428242983494095b0d25bad62a657,21,22,-6,0
3b8342fbe7e1473ba44ee109673c5f1c,4d80bdddc8fe4cf4bf5c05efb70ad6a9,29,30,-1,0
3b8342fbe7e1473ba44ee109673c5f1c,57b361f6d4ca424299264c668e836e47,1,1,-63,0
3b8342fbe7e1473ba44ee109673c5f1c,5f4a737d4d744b21a68e7f81caaaa00c,1,1,-139,0
3b8342fbe7e1473ba44ee109673c5f1c,6ad12d818d9a441c87b8c41450b11f12,1,1,-332,0
