cluster.id,user.id,is.exemplar
2,a498781,0
3,a122196,0
0,a318472,0
1,a170015,0
0,a289590,0
1,a461353,0
1,a153617,0
2,a426333,0
2,a149703,0
0,a129973,0
0,a982184,0
0,a660059,0
3,a134924,0
3,a530840,0
0,a966666,0
0,a912736,0
0,a988549,0
0,a701628,0
3,a711127,0
0,a699385,0
1,a166139,0
2,a269483,0
3,a960722,0
2,a565559,0
0,a360774,0
0,a887708,0
3,a406162,0
0,a106813,0
1,a430481,0
1,a850528,0
3,a163756,0
2,a723480,0
3,a229082,0
2,a875322,0
0,a996900,0
3,a470925,0
2,a620540,0
0,a889668,0
0,a263196,0
1,a775166,0
3,a820070,0
0,a418840,0
3,a461611,0
3,a843093,0
0,a951021,0
0,a174428,0
1,a209857,0
1,a368400,0
0,a673922,0
0,a858630,0
2,a504719,0
2,a165264,0
0,a544695,0
2,a272620,0
1,a560495,0
3,a792448,0
0,a198204,0
3,a811341,0
0,a465601,0
3,a753133,0
0,a992269,0
1,a900851,0
0,a871298,0
0,a412452,0
2,a771885,1
0,a537503,0
2,a858850,0
3,a942243,0
3,a120852,0
0,a754993,0
1,a758110,0
3,a175610,0
0,a957928,0
0,a498310,0
0,a934990,0
0,a518162,0
2,a706484,0
0,a632284,0
2,a832988,0
0,a862146,0
1,a627209,0
3,a640130,0
0,a386427,0
0,a490284,0
3,a284515,0
0,a670147,0
2,a737722,0
1,a584212,0
2,a933340,0
1,a959793,0
0,a425134,0
0,a372336,0
0,a174415,0
2,a553278,0
1,a979141,0
0,a505928,0
0,a888029,0
2,a434931,0
1,a270390,0
0,a641799,0
2,a947878,0
3,a569326,0
3,a764903,0
0,a832399,0
3,a901196,1
0,a747654,0
1,a978754,0
0,a343384,0
1,a165403,0
0,a196777,0
0,a453544,0
1,a393865,0
2,a234577,0
2,a299072,0
1,a305785,0
0,a569095,0
3,a476750,0
0,a725940,0
1,a624868,0
0,a303661,0
3,a874341,0
0,a278522,0
0,a645994,0
2,a491152,0
3,a597482,0
2,a340051,0
2,a401472,0
0,a308901,0
2,a124143,0
3,a400767,0
1,a548419,0
3,a825568,0
2,a945133,0
1,a984395,0
3,a119417,0
1,a376288,0
0,a230947,0
3,a738244,0
2,a869233,0
3,a433195,0
0,a293859,0
3,a875513,0
1,a858700,0
0,a586286,0
2,a897989,0
0,a959520,0
1,a358452,0
0,a994795,0
3,a209159,0
0,a405190,0
3,a871811,0
0,a218437,0
0,a453729,0
0,a684423,0
2,a459375,0
1,a278202,0
0,a607991,0
1,a399924,0
0,a311119,0
0,a819677,0
0,a507368,0
0,a186179,0
0,a721231,0
1,a574016,0
3,a236668,0
0,a915512,0
0,a498191,0
0,a651702,0
0,a119607,0
2,a693581,0
0,a389216,0
3,a321909,0
2,a798848,0
2,a757421,0
0,a453628,0
1,a410784,0
1,a712782,0
2,a513770,0
3,a666301,0
0,a124956,0
3,a223287,0
1,a796337,0
1,a654529,0
0,a674449,0
2,a770503,0
2,a724267,0
0,a829893,0
2,a410790,0
2,a996170,0
3,a646746,0
1,a628170,0
3,a767408,0
0,a437158,0
3,a541552,0
0,a468933,0
0,a413026,0
0,a437192,0
1,a216716,0
0,a783196,0
0,a324929,0
0,a880477,0
3,a681694,0
2,a467432,0
0,a254643,0
3,a797011,0
2,a174223,0
0,a993787,0
1,a697164,0
2,a938947,0
3,a344381,0
0,a823995,0
0,a984211,0
1,a456807,0
2,a489783,0
0,a413356,0
0,a490007,0
3,a907014,0
0,a249519,0
0,a843558,0
2,a820403,0
3,a456781,0
0,a367702,0
3,a992602,0
0,a324598,0
0,a203479,0
0,a694915,0
3,a558636,0
3,a942673,0
2,a271308,0
0,a154158,0
2,a482568,0
3,a163089,0
3,a366431,0
0,a510546,0
3,a694159,0
1,a190211,1
0,a257897,0
0,a783547,0
0,a806690,0
0,a924276,0
1,a758083,0
2,a765001,0
3,a102270,0
1,a840451,0
3,a141313,0
2,a506710,0
0,a774196,0
1,a928586,0
0,a567728,0
3,a289922,0
1,a769678,0
2,a718501,0
3,a268066,0
3,a798491,0
0,a885699,0
3,a590345,0
3,a392379,0
0,a405614,0
0,a672410,0
3,a109296,0
3,a707497,0
0,a861599,0
0,a149382,0
0,a472912,0
0,a420493,0
0,a585958,0
0,a812216,0
0,a982685,0
2,a904191,0
1,a845090,0
0,a944324,0
3,a914847,0
1,a695707,0
3,a181250,0
0,a151750,0
2,a565333,0
1,a138976,0
0,a543011,0
3,a206659,0
1,a941141,0
2,a503742,0
0,a615833,0
0,a505627,0
0,a751053,0
1,a461605,0
0,a408115,0
0,a911802,0
3,a917983,0
2,a659617,0
0,a461598,0
2,a464001,0
2,a614118,0
0,a813932,0
0,a412118,0
0,a953128,0
0,a875734,0
0,a364404,0
3,a968446,0
0,a185087,0
0,a516740,0
0,a147196,0
3,a516164,0
3,a750168,0
0,a623678,0
3,a206136,0
2,a743219,0
0,a660618,0
0,a174846,0
0,a134959,0
2,a837458,0
0,a802300,0
2,a534510,0
3,a826347,0
0,a338407,0
3,a667189,0
3,a970731,0
3,a194655,0
1,a715272,0
1,a111821,0
3,a524537,0
0,a862706,0
0,a328330,0
0,a130556,0
1,a792064,0
1,a739732,0
0,a837594,0
2,a333384,0
3,a337532,0
0,a930229,0
3,a322391,0
1,a498979,0
3,a664900,0
0,a587084,0
3,a408929,0
3,a662843,0
3,a418564,0
0,a709300,0
3,a630996,0
0,a545148,0
2,a240584,0
1,a184079,0
3,a991005,0
2,a880898,0
2,a141326,0
3,a788053,0
1,a602126,0
2,a539554,0
1,a693514,0
0,a874691,0
1,a330349,0
0,a599977,0
2,a799090,0
0,a598619,0
0,a882680,0
1,a524192,0
0,a991185,0
0,a751460,0
1,a154181,0
3,a235837,0
3,a754021,0
3,a471483,0
3,a569598,0
0,a663355,0
0,a705291,0
2,a262212,0
0,a778056,0
0,a500757,0
0,a895861,0
2,a178907,0
3,a276597,0
0,a202163,0
0,a792622,0
1,a812149,0
0,a518099,0
2,a901807,0
2,a686417,0
2,a447639,0
3,a637517,0
1,a920598,0
1,a403911,0
0,a379658,0
0,a168614,0
0,a420611,0
0,a943899,0
0,a441276,0
3,a324071,0
0,a861430,0
3,a958653,0
3,a307483,0
0,a395184,0
2,a842995,0
3,a209595,0
0,a867869,0
1,a261359,0
3,a834820,0
0,a167438,0
2,a642531,0
3,a823362,0
0,a760485,0
0,a311998,0
1,a438529,0
0,a811292,0
0,a806907,0
0,a936959,0
0,a102692,0
2,a141567,0
0,a755125,0
2,a640724,0
3,a541046,0
0,a480988,0
0,a288863,0
0,a134723,0
1,a288481,0
0,a197177,0
0,a866925,0
2,a260643,0
0,a633302,0
0,a886354,0
2,a941357,0
3,a175741,0
0,a823801,0
2,a565935,0
2,a509808,0
0,a754623,0
0,a429954,0
3,a550124,0
1,a308062,0
0,a860982,0
2,a530554,0
3,a107732,0
2,a194858,0
1,a412725,0
3,a996847,0
0,a574611,0
0,a508715,0
3,a156105,0
0,a514696,0
3,a344888,0
1,a964059,0
0,a860150,0
0,a835976,0
3,a977273,0
1,a751447,0
0,a989447,0
2,a894502,0
0,a854606,0
3,a485496,0
3,a117316,0
0,a701508,0
3,a432106,0
2,a490359,0
2,a983616,0
0,a632376,0
0,a647579,0
3,a438255,0
0,a840876,0
3,a932990,0
0,a847896,0
1,a258207,0
0,a434721,0
0,a150162,0
0,a851663,0
0,a773626,0
2,a463935,0
2,a441366,0
2,a390936,0
2,a387619,0
1,a887910,0
2,a488497,0
1,a704862,0
2,a347846,0
1,a934179,0
2,a166359,0
0,a835801,0
2,a760709,0
0,a733687,0
2,a685487,0
2,a640384,0
2,a642563,0
0,a250926,0
0,a810601,0
0,a827121,0
1,a606679,0
0,a526346,0
0,a625087,0
0,a439031,0
1,a151215,0
2,a657953,0
3,a422559,0
3,a207063,0
0,a969735,0
2,a186526,0
1,a826725,0
3,a601292,0
1,a826249,0
3,a957365,0
0,a814647,0
1,a360172,0
2,a362150,0
0,a524140,0
0,a763839,0
1,a624598,0
0,a974086,0
0,a240458,0
2,a174136,0
1,a390705,0
0,a101346,0
1,a298074,0
3,a151204,0
0,a851933,0
3,a681543,0
1,a681107,0
1,a973322,0
3,a772859,0
1,a856122,0
1,a364216,0
3,a677451,0
2,a118150,0
1,a785873,0
0,a444675,0
2,a255369,0
1,a602773,0
3,a574099,0
0,a321060,0
2,a231372,0
2,a789147,0
3,a182276,0
3,a423285,0
3,a816068,0
1,a246875,0
1,a409565,0
2,a947490,0
0,a184701,0
1,a449036,0
3,a720672,0
2,a650091,0
1,a469435,0
3,a515923,0
1,a312564,0
1,a290721,0
1,a589577,0
3,a756619,0
0,a467996,0
0,a502159,0
2,a725154,0
1,a131093,0

